"Common_name","State","Source","Year","set_tows","total_lengths","total_ages","total_otoliths"
"bank rockfish","Oregon","Commercial",2007,1,57,0,55
"bank rockfish","Oregon","Commercial",2008,1,131,0,104
"bank rockfish","Oregon","Commercial",2009,1,43,0,43
"bank rockfish","Oregon","Commercial",2010,1,44,0,43
"bank rockfish","Oregon","Commercial",2011,1,65,0,65
"bank rockfish","Oregon","Commercial",2012,1,42,0,42
"bank rockfish","Oregon","Commercial",2013,1,97,0,97
"bank rockfish","Oregon","Commercial",2014,1,91,0,90
"bank rockfish","Oregon","Commercial",2015,1,61,0,61
"bank rockfish","Oregon","Commercial",2016,1,102,0,102
"bank rockfish","Oregon","Commercial",2017,1,89,0,83
"bank rockfish","Oregon","Commercial",2018,1,138,0,137
"bank rockfish","Oregon","Commercial",2019,1,93,0,93
"bank rockfish","Oregon","Commercial",2020,1,128,0,128
"bank rockfish","Oregon","Commercial",2021,1,133,0,131
"bank rockfish","Oregon","Commercial",2022,1,142,0,142
"bank rockfish","Oregon","Commercial",2023,1,102,0,96
"bank rockfish","Oregon","NWFSC WCGBT",2003,2,4,0,3
"bank rockfish","Oregon","NWFSC WCGBT",2007,1,1,0,1
"bank rockfish","Oregon","NWFSC WCGBT",2008,1,1,0,1
"bank rockfish","Oregon","NWFSC WCGBT",2009,1,1,0,1
"bank rockfish","Oregon","NWFSC WCGBT",2010,1,1,0,1
"bank rockfish","Oregon","NWFSC WCGBT",2011,3,116,0,30
"bank rockfish","Oregon","NWFSC WCGBT",2013,1,1,0,1
"bank rockfish","Oregon","NWFSC WCGBT",2014,2,4,0,4
"bank rockfish","Oregon","NWFSC WCGBT",2015,1,1,0,1
"bank rockfish","Oregon","NWFSC WCGBT",2016,1,4,0,4
"bank rockfish","Oregon","NWFSC WCGBT",2018,1,1,0,1
"bank rockfish","Oregon","NWFSC WCGBT",2022,2,2,0,2
"bank rockfish","Oregon","NWFSC WCGBT",2023,1,2,0,2
"bank rockfish","Washington","Commercial",2000,1,0,0,0
"bank rockfish","Washington","Commercial",2001,1,0,0,0
"bank rockfish","Washington","Commercial",2002,1,0,0,0
"bank rockfish","Washington","Commercial",2003,1,0,0,0
"bank rockfish","Washington","Commercial",2004,1,2,0,0
"bank rockfish","Washington","Commercial",2005,1,0,0,0
"bank rockfish","Washington","Commercial",2006,1,0,0,0
"bank rockfish","Washington","Commercial",2007,1,0,0,0
"bank rockfish","Washington","Commercial",2008,1,0,0,0
"bank rockfish","Washington","Commercial",2009,1,0,0,0
"bank rockfish","Washington","Commercial",2010,1,0,0,0
"bank rockfish","Washington","Commercial",2011,1,2,0,2
"bank rockfish","Washington","Commercial",2012,1,0,0,0
"bank rockfish","Washington","Commercial",2013,1,0,0,0
"bank rockfish","Washington","Commercial",2014,1,2,0,0
"bank rockfish","Washington","Commercial",2015,1,4,0,2
"bank rockfish","Washington","Commercial",2016,1,2,0,1
"bank rockfish","Washington","Commercial",2017,1,1,0,1
"bank rockfish","Washington","Commercial",2018,1,0,0,0
"bank rockfish","Washington","Commercial",2019,1,193,0,192
"bank rockfish","Washington","Commercial",2020,1,22,0,22
"bank rockfish","Washington","Commercial",2021,1,14,0,14
"bank rockfish","Washington","Commercial",2022,1,2,0,2
"bank rockfish","Washington","Commercial",2023,1,0,0,0
"bank rockfish","Washington","NWFSC WCGBT",2006,1,1,0,1
"bank rockfish","Washington","NWFSC WCGBT",2008,1,2,0,2
"bank rockfish","Washington","NWFSC WCGBT",2022,1,1,0,1
"big skate","California","CCFRP",2020,1,1,0,0
"big skate","California","Commercial",2000,1,0,0,0
"big skate","California","Commercial",2001,1,0,0,0
"big skate","California","Commercial",2002,1,0,0,0
"big skate","California","Commercial",2003,1,0,0,0
"big skate","California","Commercial",2004,1,0,0,0
"big skate","California","Commercial",2005,1,0,0,0
"big skate","California","Commercial",2006,1,0,0,0
"big skate","California","Commercial",2007,1,1,0,0
"big skate","California","Commercial",2008,1,0,0,0
"big skate","California","Commercial",2009,1,32,0,0
"big skate","California","Commercial",2010,1,8,0,0
"big skate","California","Commercial",2011,1,2,0,0
"big skate","California","Commercial",2012,1,43,0,0
"big skate","California","Commercial",2013,1,207,0,0
"big skate","California","Commercial",2014,1,218,0,0
"big skate","California","Commercial",2015,1,237,0,0
"big skate","California","Commercial",2016,1,181,0,0
"big skate","California","Commercial",2017,1,239,0,0
"big skate","California","Commercial",2018,1,157,0,0
"big skate","California","Commercial",2019,1,98,0,0
"big skate","California","Commercial",2020,1,36,0,0
"big skate","California","Commercial",2021,1,70,0,0
"big skate","California","Commercial",2022,1,50,0,0
"big skate","California","Commercial",2023,1,0,0,0
"big skate","California","NWFSC WCGBT",2003,24,90,0,0
"big skate","California","NWFSC WCGBT",2004,32,135,0,0
"big skate","California","NWFSC WCGBT",2005,29,80,0,0
"big skate","California","NWFSC WCGBT",2007,4,7,0,0
"big skate","California","NWFSC WCGBT",2008,18,58,0,0
"big skate","California","NWFSC WCGBT",2009,32,113,78,0
"big skate","California","NWFSC WCGBT",2010,50,169,129,1
"big skate","California","NWFSC WCGBT",2011,52,245,0,0
"big skate","California","NWFSC WCGBT",2012,55,213,0,0
"big skate","California","NWFSC WCGBT",2013,37,176,0,0
"big skate","California","NWFSC WCGBT",2014,70,283,0,0
"big skate","California","NWFSC WCGBT",2015,45,118,0,0
"big skate","California","NWFSC WCGBT",2016,23,50,30,0
"big skate","California","NWFSC WCGBT",2017,33,147,45,2
"big skate","California","NWFSC WCGBT",2018,52,126,69,0
"big skate","California","NWFSC WCGBT",2019,9,10,0,9
"big skate","California","NWFSC WCGBT",2021,22,95,0,34
"big skate","California","NWFSC WCGBT",2022,19,33,0,24
"big skate","California","NWFSC WCGBT",2023,22,57,0,32
"big skate","California","Recreational",2004,1,2,0,0
"big skate","California","Recreational",2005,1,5,0,0
"big skate","California","Recreational",2006,1,1,0,0
"big skate","California","Recreational",2007,1,1,0,0
"big skate","California","Recreational",2008,1,2,0,0
"big skate","California","Recreational",2009,1,2,0,0
"big skate","California","Recreational",2010,1,1,0,0
"big skate","California","Recreational",2011,1,2,0,0
"big skate","California","Recreational",2012,1,2,0,0
"big skate","California","Recreational",2013,1,5,0,0
"big skate","California","Recreational",2017,1,2,0,0
"big skate","California","Recreational",2022,1,1,0,0
"big skate","California","Recreational",2023,1,7,0,0
"big skate","Oregon","Commercial",2001,1,43,0,0
"big skate","Oregon","Commercial",2002,1,199,0,0
"big skate","Oregon","Commercial",2003,1,202,0,0
"big skate","Oregon","Commercial",2004,1,27,0,0
"big skate","Oregon","Commercial",2005,1,123,0,0
"big skate","Oregon","Commercial",2006,1,310,0,0
"big skate","Oregon","Commercial",2007,1,127,23,29
"big skate","Oregon","Commercial",2008,1,94,79,0
"big skate","Oregon","Commercial",2009,1,235,87,0
"big skate","Oregon","Commercial",2010,1,186,102,3
"big skate","Oregon","Commercial",2011,1,419,202,0
"big skate","Oregon","Commercial",2012,1,476,120,7
"big skate","Oregon","Commercial",2013,1,252,0,0
"big skate","Oregon","Commercial",2014,1,237,0,0
"big skate","Oregon","Commercial",2015,1,411,0,0
"big skate","Oregon","Commercial",2016,1,444,0,0
"big skate","Oregon","Commercial",2017,1,668,0,57
"big skate","Oregon","Commercial",2018,1,553,39,422
"big skate","Oregon","Commercial",2019,1,550,0,394
"big skate","Oregon","Commercial",2020,1,95,0,47
"big skate","Oregon","Commercial",2021,1,349,0,253
"big skate","Oregon","Commercial",2022,1,438,0,282
"big skate","Oregon","Commercial",2023,1,482,0,383
"big skate","Oregon","NWFSC WCGBT",2003,22,76,0,0
"big skate","Oregon","NWFSC WCGBT",2004,33,91,0,0
"big skate","Oregon","NWFSC WCGBT",2005,52,184,0,0
"big skate","Oregon","NWFSC WCGBT",2007,19,48,0,0
"big skate","Oregon","NWFSC WCGBT",2008,25,86,0,0
"big skate","Oregon","NWFSC WCGBT",2009,32,90,88,0
"big skate","Oregon","NWFSC WCGBT",2010,48,168,117,2
"big skate","Oregon","NWFSC WCGBT",2011,31,79,0,0
"big skate","Oregon","NWFSC WCGBT",2012,34,143,0,0
"big skate","Oregon","NWFSC WCGBT",2013,29,90,0,0
"big skate","Oregon","NWFSC WCGBT",2014,46,158,0,0
"big skate","Oregon","NWFSC WCGBT",2015,45,154,0,0
"big skate","Oregon","NWFSC WCGBT",2016,42,109,54,0
"big skate","Oregon","NWFSC WCGBT",2017,52,187,69,3
"big skate","Oregon","NWFSC WCGBT",2018,42,109,58,2
"big skate","Oregon","NWFSC WCGBT",2019,20,54,0,30
"big skate","Oregon","NWFSC WCGBT",2021,43,138,0,62
"big skate","Oregon","NWFSC WCGBT",2022,64,242,0,98
"big skate","Oregon","NWFSC WCGBT",2023,48,153,0,73
"big skate","Oregon","Recreational",2004,1,3,0,0
"big skate","Oregon","Recreational",2005,1,2,0,0
"big skate","Oregon","Recreational",2009,1,2,0,0
"big skate","Oregon","Recreational",2011,1,1,0,0
"big skate","Oregon","Recreational",2013,1,1,0,0
"big skate","Oregon","Recreational",2014,1,2,0,0
"big skate","Oregon","Recreational",2017,1,1,0,0
"big skate","Oregon","Recreational",2019,1,1,0,0
"big skate","Oregon","Recreational",2021,1,1,0,0
"big skate","Washington","Commercial",2000,1,0,0,0
"big skate","Washington","Commercial",2001,1,0,0,0
"big skate","Washington","Commercial",2002,1,0,0,0
"big skate","Washington","Commercial",2003,1,0,0,0
"big skate","Washington","Commercial",2004,1,12,11,1
"big skate","Washington","Commercial",2005,1,87,0,87
"big skate","Washington","Commercial",2006,1,192,0,172
"big skate","Washington","Commercial",2007,1,173,0,173
"big skate","Washington","Commercial",2008,1,94,0,0
"big skate","Washington","Commercial",2009,1,18,0,0
"big skate","Washington","Commercial",2010,1,15,0,0
"big skate","Washington","Commercial",2011,1,9,0,5
"big skate","Washington","Commercial",2012,1,38,0,0
"big skate","Washington","Commercial",2013,1,168,0,0
"big skate","Washington","Commercial",2014,1,249,0,0
"big skate","Washington","Commercial",2015,1,10,0,0
"big skate","Washington","Commercial",2016,1,107,0,0
"big skate","Washington","Commercial",2017,1,49,0,0
"big skate","Washington","Commercial",2018,1,102,93,1
"big skate","Washington","Commercial",2019,1,20,0,20
"big skate","Washington","Commercial",2020,1,4,0,4
"big skate","Washington","Commercial",2021,1,45,0,30
"big skate","Washington","Commercial",2022,1,22,0,7
"big skate","Washington","Commercial",2023,1,36,0,37
"big skate","Washington","NWFSC WCGBT",2003,14,31,0,0
"big skate","Washington","NWFSC WCGBT",2004,16,36,0,0
"big skate","Washington","NWFSC WCGBT",2005,18,64,0,0
"big skate","Washington","NWFSC WCGBT",2007,12,40,0,0
"big skate","Washington","NWFSC WCGBT",2008,10,15,0,0
"big skate","Washington","NWFSC WCGBT",2009,18,102,64,0
"big skate","Washington","NWFSC WCGBT",2010,32,129,87,0
"big skate","Washington","NWFSC WCGBT",2011,16,36,0,0
"big skate","Washington","NWFSC WCGBT",2012,15,39,0,0
"big skate","Washington","NWFSC WCGBT",2013,18,50,0,0
"big skate","Washington","NWFSC WCGBT",2014,33,111,0,0
"big skate","Washington","NWFSC WCGBT",2015,44,274,0,0
"big skate","Washington","NWFSC WCGBT",2016,40,263,54,2
"big skate","Washington","NWFSC WCGBT",2017,40,162,50,18
"big skate","Washington","NWFSC WCGBT",2018,29,96,42,0
"big skate","Washington","NWFSC WCGBT",2019,27,116,0,43
"big skate","Washington","NWFSC WCGBT",2021,27,101,0,43
"big skate","Washington","NWFSC WCGBT",2022,29,274,0,45
"big skate","Washington","NWFSC WCGBT",2023,37,196,0,58
"black rockfish","California","CCFRP",2007,1,754,0,0
"black rockfish","California","CCFRP",2008,1,903,0,0
"black rockfish","California","CCFRP",2009,1,615,0,0
"black rockfish","California","CCFRP",2010,1,614,0,0
"black rockfish","California","CCFRP",2011,1,814,0,0
"black rockfish","California","CCFRP",2012,1,1466,0,0
"black rockfish","California","CCFRP",2013,1,2674,0,0
"black rockfish","California","CCFRP",2014,1,2182,0,0
"black rockfish","California","CCFRP",2015,1,1089,0,0
"black rockfish","California","CCFRP",2016,1,1368,0,0
"black rockfish","California","CCFRP",2017,1,841,0,0
"black rockfish","California","CCFRP",2018,1,998,0,0
"black rockfish","California","CCFRP",2019,1,1043,0,0
"black rockfish","California","CCFRP",2020,1,881,0,0
"black rockfish","California","CCFRP",2021,1,1482,0,0
"black rockfish","California","CCFRP",2022,1,1008,0,0
"black rockfish","California","CDFW-Ad hoc",2017,1,0,0,0
"black rockfish","California","CDFW-Ad hoc",2018,1,0,0,212
"black rockfish","California","CDFW-Ad hoc",2019,1,0,0,250
"black rockfish","California","CDFW-Ad hoc",2020,1,0,0,0
"black rockfish","California","CDFW-Ad hoc",2021,1,0,0,0
"black rockfish","California","CDFW-Ad hoc",2022,1,0,0,23
"black rockfish","California","CDFW-Ad hoc",2023,1,0,0,305
"black rockfish","California","Commercial",2000,1,596,0,0
"black rockfish","California","Commercial",2001,1,999,32,0
"black rockfish","California","Commercial",2002,1,601,13,0
"black rockfish","California","Commercial",2003,1,142,19,0
"black rockfish","California","Commercial",2004,1,266,9,0
"black rockfish","California","Commercial",2005,1,220,1,0
"black rockfish","California","Commercial",2006,1,641,0,0
"black rockfish","California","Commercial",2007,1,559,28,0
"black rockfish","California","Commercial",2008,1,283,0,0
"black rockfish","California","Commercial",2009,1,683,96,0
"black rockfish","California","Commercial",2010,1,174,0,0
"black rockfish","California","Commercial",2011,1,349,44,44
"black rockfish","California","Commercial",2012,1,695,44,44
"black rockfish","California","Commercial",2013,1,590,1,1
"black rockfish","California","Commercial",2014,1,1172,0,0
"black rockfish","California","Commercial",2015,1,1712,0,12
"black rockfish","California","Commercial",2016,1,924,0,9
"black rockfish","California","Commercial",2017,1,478,0,0
"black rockfish","California","Commercial",2018,1,568,0,39
"black rockfish","California","Commercial",2019,1,89,0,55
"black rockfish","California","Commercial",2020,1,499,466,498
"black rockfish","California","Commercial",2021,1,617,467,592
"black rockfish","California","Commercial",2022,1,325,241,318
"black rockfish","California","Commercial",2023,1,0,0,284
"black rockfish","California","NWFSC WCGBT",2004,1,1,0,1
"black rockfish","California","NWFSC WCGBT",2010,1,1,0,1
"black rockfish","California","NWFSC WCGBT",2019,1,1,0,1
"black rockfish","California","Recreational",2003,1,37,0,0
"black rockfish","California","Recreational",2004,1,3402,0,0
"black rockfish","California","Recreational",2005,1,5424,0,0
"black rockfish","California","Recreational",2006,1,5361,0,0
"black rockfish","California","Recreational",2007,1,6932,0,0
"black rockfish","California","Recreational",2008,1,8288,0,0
"black rockfish","California","Recreational",2009,1,11407,0,0
"black rockfish","California","Recreational",2010,1,5822,0,0
"black rockfish","California","Recreational",2011,1,8034,0,0
"black rockfish","California","Recreational",2012,1,9824,0,0
"black rockfish","California","Recreational",2013,1,17660,0,0
"black rockfish","California","Recreational",2014,1,11957,0,0
"black rockfish","California","Recreational",2015,1,11647,0,0
"black rockfish","California","Recreational",2016,1,8975,0,0
"black rockfish","California","Recreational",2017,1,5718,0,0
"black rockfish","California","Recreational",2018,1,5309,0,0
"black rockfish","California","Recreational",2019,1,3574,0,0
"black rockfish","California","Recreational",2020,1,2,0,0
"black rockfish","California","Recreational",2021,1,2944,0,0
"black rockfish","California","Recreational",2022,1,4195,0,0
"black rockfish","California","Recreational",2023,1,1850,0,0
"black rockfish","California","SWFSC-CPFV Coop.",2023,1,140,0,140
"black rockfish","Oregon","Commercial",2000,1,603,287,5
"black rockfish","Oregon","Commercial",2001,1,1049,205,0
"black rockfish","Oregon","Commercial",2002,1,1329,316,14
"black rockfish","Oregon","Commercial",2003,1,1414,489,8
"black rockfish","Oregon","Commercial",2004,1,3566,453,162
"black rockfish","Oregon","Commercial",2005,1,2259,310,1
"black rockfish","Oregon","Commercial",2006,1,4572,772,30
"black rockfish","Oregon","Commercial",2007,1,3838,635,13
"black rockfish","Oregon","Commercial",2008,1,2914,619,53
"black rockfish","Oregon","Commercial",2009,1,2944,839,47
"black rockfish","Oregon","Commercial",2010,1,4257,864,151
"black rockfish","Oregon","Commercial",2011,1,4471,910,469
"black rockfish","Oregon","Commercial",2012,1,3578,800,725
"black rockfish","Oregon","Commercial",2013,1,4281,436,1473
"black rockfish","Oregon","Commercial",2014,1,6864,935,2296
"black rockfish","Oregon","Commercial",2015,1,6423,951,1920
"black rockfish","Oregon","Commercial",2016,1,6293,950,1891
"black rockfish","Oregon","Commercial",2017,1,5296,1007,1876
"black rockfish","Oregon","Commercial",2018,1,5094,1027,1949
"black rockfish","Oregon","Commercial",2019,1,4648,881,1651
"black rockfish","Oregon","Commercial",2020,1,1678,961,3
"black rockfish","Oregon","Commercial",2021,1,3199,908,820
"black rockfish","Oregon","Commercial",2022,1,4006,901,869
"black rockfish","Oregon","Commercial",2023,1,5826,0,2293
"black rockfish","Oregon","NWFSC WCGBT",2009,2,2,0,2
"black rockfish","Oregon","NWFSC WCGBT",2017,2,3,0,3
"black rockfish","Oregon","NWFSC WCGBT",2021,1,6,0,6
"black rockfish","Oregon","Recreational",2000,1,4856,4845,12
"black rockfish","Oregon","Recreational",2001,1,8770,3086,72
"black rockfish","Oregon","Recreational",2002,1,7457,3463,299
"black rockfish","Oregon","Recreational",2003,1,7081,2230,1237
"black rockfish","Oregon","Recreational",2004,1,5996,2287,1050
"black rockfish","Oregon","Recreational",2005,1,7067,1787,1347
"black rockfish","Oregon","Recreational",2006,1,9443,2166,20
"black rockfish","Oregon","Recreational",2007,1,12766,1988,73
"black rockfish","Oregon","Recreational",2008,1,11703,0,0
"black rockfish","Oregon","Recreational",2009,1,12413,969,123
"black rockfish","Oregon","Recreational",2010,1,13046,1177,1
"black rockfish","Oregon","Recreational",2011,1,12789,861,267
"black rockfish","Oregon","Recreational",2012,1,13432,543,548
"black rockfish","Oregon","Recreational",2013,1,13665,526,522
"black rockfish","Oregon","Recreational",2014,1,12792,549,544
"black rockfish","Oregon","Recreational",2015,1,13861,1074,15
"black rockfish","Oregon","Recreational",2016,1,11689,530,571
"black rockfish","Oregon","Recreational",2017,1,11203,494,499
"black rockfish","Oregon","Recreational",2018,1,12976,1192,11
"black rockfish","Oregon","Recreational",2019,1,12850,1156,3
"black rockfish","Oregon","Recreational",2020,1,2099,1115,3
"black rockfish","Oregon","Recreational",2021,1,10373,1100,2
"black rockfish","Oregon","Recreational",2022,1,9006,1151,2
"black rockfish","Oregon","Recreational",2023,1,5900,0,0
"black rockfish","Washington","Commercial",2000,1,3,0,0
"black rockfish","Washington","Commercial",2001,1,1,0,0
"black rockfish","Washington","Commercial",2002,1,50,0,0
"black rockfish","Washington","Commercial",2003,1,3,0,0
"black rockfish","Washington","Commercial",2004,1,15,0,0
"black rockfish","Washington","Commercial",2005,1,1,0,0
"black rockfish","Washington","Commercial",2006,1,20,19,0
"black rockfish","Washington","Commercial",2007,1,0,0,0
"black rockfish","Washington","Commercial",2008,1,0,0,0
"black rockfish","Washington","Commercial",2009,1,0,0,0
"black rockfish","Washington","Commercial",2010,1,0,0,0
"black rockfish","Washington","Commercial",2011,1,0,0,0
"black rockfish","Washington","Commercial",2012,1,0,0,0
"black rockfish","Washington","Commercial",2013,1,0,0,0
"black rockfish","Washington","Commercial",2014,1,0,0,0
"black rockfish","Washington","Commercial",2015,1,0,0,0
"black rockfish","Washington","Commercial",2016,1,0,0,0
"black rockfish","Washington","Commercial",2017,1,0,0,0
"black rockfish","Washington","Commercial",2018,1,0,0,0
"black rockfish","Washington","Commercial",2019,1,0,0,0
"black rockfish","Washington","Commercial",2020,1,0,0,0
"black rockfish","Washington","Commercial",2021,1,1,1,0
"black rockfish","Washington","Commercial",2022,1,1,0,0
"black rockfish","Washington","Commercial",2023,1,0,0,0
"black rockfish","Washington","NWFSC WCGBT",2015,1,1,0,1
"black rockfish","Washington","NWFSC WCGBT",2016,1,1,0,1
"black rockfish","Washington","Recreational",2000,1,1650,1644,6
"black rockfish","Washington","Recreational",2001,1,1777,1773,4
"black rockfish","Washington","Recreational",2002,1,2629,1894,5
"black rockfish","Washington","Recreational",2003,1,2323,1841,12
"black rockfish","Washington","Recreational",2004,1,2000,1645,12
"black rockfish","Washington","Recreational",2005,1,2227,1653,11
"black rockfish","Washington","Recreational",2006,1,2852,1484,16
"black rockfish","Washington","Recreational",2007,1,2923,2300,13
"black rockfish","Washington","Recreational",2008,1,2492,1920,69
"black rockfish","Washington","Recreational",2009,1,2730,1671,16
"black rockfish","Washington","Recreational",2010,1,2580,1586,12
"black rockfish","Washington","Recreational",2011,1,2483,1171,10
"black rockfish","Washington","Recreational",2012,1,2385,1038,52
"black rockfish","Washington","Recreational",2013,1,2857,1762,5
"black rockfish","Washington","Recreational",2014,1,2286,1564,25
"black rockfish","Washington","Recreational",2015,1,3150,2152,7
"black rockfish","Washington","Recreational",2016,1,2171,1713,20
"black rockfish","Washington","Recreational",2017,1,3338,2246,9
"black rockfish","Washington","Recreational",2018,1,2793,1761,59
"black rockfish","Washington","Recreational",2019,1,3873,2515,14
"black rockfish","Washington","Recreational",2020,1,1444,1355,14
"black rockfish","Washington","Recreational",2021,1,2338,1810,25
"black rockfish","Washington","Recreational",2022,1,1526,1318,10
"black rockfish","Washington","Recreational",2023,1,49,0,1396
"blackgill rockfish","California","CDFW-Ad hoc",2017,1,0,0,0
"blackgill rockfish","California","CDFW-Ad hoc",2018,1,0,0,0
"blackgill rockfish","California","CDFW-Ad hoc",2019,1,0,0,83
"blackgill rockfish","California","CDFW-Ad hoc",2020,1,0,0,0
"blackgill rockfish","California","CDFW-Ad hoc",2021,1,0,0,0
"blackgill rockfish","California","CDFW-Ad hoc",2022,1,0,0,0
"blackgill rockfish","California","CDFW-Ad hoc",2023,1,0,0,4
"blackgill rockfish","California","Commercial",2000,1,704,0,0
"blackgill rockfish","California","Commercial",2001,1,797,42,0
"blackgill rockfish","California","Commercial",2002,1,1265,92,0
"blackgill rockfish","California","Commercial",2003,1,1020,157,0
"blackgill rockfish","California","Commercial",2004,1,328,21,0
"blackgill rockfish","California","Commercial",2005,1,611,164,0
"blackgill rockfish","California","Commercial",2006,1,745,164,0
"blackgill rockfish","California","Commercial",2007,1,495,92,0
"blackgill rockfish","California","Commercial",2008,1,1528,195,0
"blackgill rockfish","California","Commercial",2009,1,1402,131,0
"blackgill rockfish","California","Commercial",2010,1,1284,39,175
"blackgill rockfish","California","Commercial",2011,1,1365,0,242
"blackgill rockfish","California","Commercial",2012,1,1360,0,323
"blackgill rockfish","California","Commercial",2013,1,682,0,232
"blackgill rockfish","California","Commercial",2014,1,675,0,154
"blackgill rockfish","California","Commercial",2015,1,1305,0,178
"blackgill rockfish","California","Commercial",2016,1,1543,0,93
"blackgill rockfish","California","Commercial",2017,1,797,0,100
"blackgill rockfish","California","Commercial",2018,1,542,0,149
"blackgill rockfish","California","Commercial",2019,1,721,0,228
"blackgill rockfish","California","Commercial",2020,1,669,0,180
"blackgill rockfish","California","Commercial",2021,1,612,0,216
"blackgill rockfish","California","Commercial",2022,1,412,0,245
"blackgill rockfish","California","Commercial",2023,1,0,0,378
"blackgill rockfish","California","NWFSC HKL",2010,1,1,0,1
"blackgill rockfish","California","NWFSC HKL",2013,1,1,0,1
"blackgill rockfish","California","NWFSC HKL",2018,2,3,0,3
"blackgill rockfish","California","NWFSC HKL",2023,1,1,0,1
"blackgill rockfish","California","NWFSC WCGBT",2003,19,117,0,77
"blackgill rockfish","California","NWFSC WCGBT",2004,14,410,0,142
"blackgill rockfish","California","NWFSC WCGBT",2005,24,388,0,181
"blackgill rockfish","California","NWFSC WCGBT",2006,32,749,0,197
"blackgill rockfish","California","NWFSC WCGBT",2007,27,289,0,185
"blackgill rockfish","California","NWFSC WCGBT",2008,35,320,0,224
"blackgill rockfish","California","NWFSC WCGBT",2009,37,545,0,422
"blackgill rockfish","California","NWFSC WCGBT",2010,41,519,0,458
"blackgill rockfish","California","NWFSC WCGBT",2011,39,359,305,0
"blackgill rockfish","California","NWFSC WCGBT",2012,40,504,415,0
"blackgill rockfish","California","NWFSC WCGBT",2013,30,398,0,327
"blackgill rockfish","California","NWFSC WCGBT",2014,38,854,638,0
"blackgill rockfish","California","NWFSC WCGBT",2015,38,718,579,0
"blackgill rockfish","California","NWFSC WCGBT",2016,32,372,0,354
"blackgill rockfish","California","NWFSC WCGBT",2017,34,521,0,381
"blackgill rockfish","California","NWFSC WCGBT",2018,41,962,0,685
"blackgill rockfish","California","NWFSC WCGBT",2019,14,193,0,179
"blackgill rockfish","California","NWFSC WCGBT",2021,37,547,0,364
"blackgill rockfish","California","NWFSC WCGBT",2022,35,768,0,559
"blackgill rockfish","California","NWFSC WCGBT",2023,40,390,0,390
"blackgill rockfish","California","Recreational",2004,1,1,0,0
"blackgill rockfish","California","Recreational",2023,1,1,0,0
"blackgill rockfish","Oregon","Commercial",2002,1,6,0,5
"blackgill rockfish","Oregon","Commercial",2003,1,82,0,76
"blackgill rockfish","Oregon","Commercial",2004,1,22,0,22
"blackgill rockfish","Oregon","Commercial",2005,1,19,0,19
"blackgill rockfish","Oregon","Commercial",2006,1,123,0,123
"blackgill rockfish","Oregon","Commercial",2007,1,204,0,190
"blackgill rockfish","Oregon","Commercial",2008,1,341,0,328
"blackgill rockfish","Oregon","Commercial",2009,1,472,0,468
"blackgill rockfish","Oregon","Commercial",2010,1,585,0,573
"blackgill rockfish","Oregon","Commercial",2011,1,432,0,425
"blackgill rockfish","Oregon","Commercial",2012,1,823,0,791
"blackgill rockfish","Oregon","Commercial",2013,1,617,0,579
"blackgill rockfish","Oregon","Commercial",2014,1,817,0,816
"blackgill rockfish","Oregon","Commercial",2015,1,532,0,532
"blackgill rockfish","Oregon","Commercial",2016,1,248,0,248
"blackgill rockfish","Oregon","Commercial",2017,1,490,0,490
"blackgill rockfish","Oregon","Commercial",2018,1,403,0,402
"blackgill rockfish","Oregon","Commercial",2019,1,265,0,265
"blackgill rockfish","Oregon","Commercial",2020,1,53,0,53
"blackgill rockfish","Oregon","Commercial",2021,1,44,0,44
"blackgill rockfish","Oregon","Commercial",2022,1,97,0,97
"blackgill rockfish","Oregon","Commercial",2023,1,70,0,70
"blackgill rockfish","Oregon","NWFSC WCGBT",2003,2,12,0,12
"blackgill rockfish","Oregon","NWFSC WCGBT",2004,6,39,0,33
"blackgill rockfish","Oregon","NWFSC WCGBT",2005,3,6,0,6
"blackgill rockfish","Oregon","NWFSC WCGBT",2006,3,3,0,3
"blackgill rockfish","Oregon","NWFSC WCGBT",2007,2,9,0,9
"blackgill rockfish","Oregon","NWFSC WCGBT",2008,7,15,0,15
"blackgill rockfish","Oregon","NWFSC WCGBT",2009,3,8,0,8
"blackgill rockfish","Oregon","NWFSC WCGBT",2010,2,3,0,3
"blackgill rockfish","Oregon","NWFSC WCGBT",2011,5,6,6,0
"blackgill rockfish","Oregon","NWFSC WCGBT",2012,3,4,4,0
"blackgill rockfish","Oregon","NWFSC WCGBT",2013,1,21,0,21
"blackgill rockfish","Oregon","NWFSC WCGBT",2015,1,1,1,0
"blackgill rockfish","Oregon","NWFSC WCGBT",2016,1,2,0,2
"blackgill rockfish","Oregon","NWFSC WCGBT",2017,4,75,0,61
"blackgill rockfish","Oregon","NWFSC WCGBT",2018,3,8,0,8
"blackgill rockfish","Oregon","NWFSC WCGBT",2019,1,1,0,1
"blackgill rockfish","Oregon","NWFSC WCGBT",2021,2,59,0,59
"blackgill rockfish","Oregon","NWFSC WCGBT",2022,1,3,0,2
"blackgill rockfish","Oregon","NWFSC WCGBT",2023,1,2,0,2
"blackgill rockfish","Washington","Commercial",2000,1,153,0,0
"blackgill rockfish","Washington","Commercial",2001,1,35,0,2
"blackgill rockfish","Washington","Commercial",2002,1,27,0,0
"blackgill rockfish","Washington","Commercial",2003,1,74,0,0
"blackgill rockfish","Washington","Commercial",2004,1,32,0,0
