"","common_name","state","sample_year","positive_sites","sexed_fish","unsexed_fish","lengthed","aged","otoliths","data_type","name"
"1335","dover sole","W",2013,0,1807,0,1807,898,0,"commercial fisheries","Dover sole"
"1336","dover sole","W",2014,0,598,1,599,347,0,"commercial fisheries","Dover sole"
"1337","dover sole","W",2015,0,1569,1,1570,417,0,"commercial fisheries","Dover sole"
"1338","dover sole","W",2016,0,807,2,809,208,0,"commercial fisheries","Dover sole"
"1339","dover sole","W",2017,0,2051,1,2052,278,0,"commercial fisheries","Dover sole"
"1340","dover sole","W",2018,0,1223,0,1223,532,0,"commercial fisheries","Dover sole"
"1341","dover sole","W",2019,0,803,5,808,0,0,"commercial fisheries","Dover sole"
"1342","dover sole","W",2020,0,107,0,107,0,0,"commercial fisheries","Dover sole"
"1343","english sole","C",1980,0,1,0,1,0,3365,"commercial fisheries","English sole"
"1344","english sole","C",1982,0,1,0,1,0,1521,"commercial fisheries","English sole"
"1345","english sole","C",1991,0,62,0,62,0,0,"commercial fisheries","English sole"
"1346","english sole","C",2001,0,157,77,234,0,0,"commercial fisheries","English sole"
"1347","english sole","C",2002,0,116,26,116,0,0,"commercial fisheries","English sole"
"1348","english sole","C",2003,0,622,66,630,0,74,"commercial fisheries","English sole"
"1349","english sole","C",2004,0,991,1,992,0,56,"commercial fisheries","English sole"
"1350","english sole","C",2005,0,1135,133,1197,0,280,"commercial fisheries","English sole"
"1351","english sole","C",2006,0,1723,200,1922,0,60,"commercial fisheries","English sole"
"1352","english sole","C",2007,0,1774,87,1861,0,0,"commercial fisheries","English sole"
"1353","english sole","C",2008,0,1656,273,1927,0,187,"commercial fisheries","English sole"
"1354","english sole","C",2009,0,1251,258,1507,0,71,"commercial fisheries","English sole"
"1355","english sole","C",2010,0,641,303,944,0,20,"commercial fisheries","English sole"
"1356","english sole","C",2011,0,252,50,302,0,72,"commercial fisheries","English sole"
"1357","english sole","C",2012,0,604,273,877,0,32,"commercial fisheries","English sole"
"1358","english sole","C",2013,0,1243,265,1508,0,149,"commercial fisheries","English sole"
"1359","english sole","C",2014,0,821,100,921,0,142,"commercial fisheries","English sole"
"1360","english sole","C",2015,0,1714,302,2016,0,293,"commercial fisheries","English sole"
"1361","english sole","C",2016,0,1494,137,1631,0,134,"commercial fisheries","English sole"
"1362","english sole","C",2017,0,1750,133,1883,0,60,"commercial fisheries","English sole"
"1363","english sole","C",2018,0,728,94,822,0,0,"commercial fisheries","English sole"
"1364","english sole","C",2019,0,553,136,689,0,0,"commercial fisheries","English sole"
"1365","english sole","C",2020,0,675,192,867,0,0,"commercial fisheries","English sole"
"1366","english sole","O",1987,0,1558,0,1558,1194,364,"commercial fisheries","English sole"
"1367","english sole","O",1988,0,954,0,954,668,286,"commercial fisheries","English sole"
"1368","english sole","O",1989,0,1301,0,1301,0,0,"commercial fisheries","English sole"
"1369","english sole","O",1990,0,1049,0,1049,0,0,"commercial fisheries","English sole"
"1370","english sole","O",1991,0,949,0,949,0,0,"commercial fisheries","English sole"
"1371","english sole","O",1992,0,803,0,803,0,0,"commercial fisheries","English sole"
"1372","english sole","O",1993,0,845,0,845,0,0,"commercial fisheries","English sole"
"1373","english sole","O",1994,0,838,0,838,0,0,"commercial fisheries","English sole"
"1374","english sole","O",1995,0,587,0,587,0,0,"commercial fisheries","English sole"
"1375","english sole","O",1996,0,863,0,863,0,0,"commercial fisheries","English sole"
"1376","english sole","O",1997,0,2170,0,2170,0,0,"commercial fisheries","English sole"
"1377","english sole","O",1998,0,1756,0,1756,0,0,"commercial fisheries","English sole"
"1378","english sole","O",1999,0,1775,0,1775,0,0,"commercial fisheries","English sole"
"1379","english sole","O",2000,0,1469,0,1469,0,0,"commercial fisheries","English sole"
"1380","english sole","O",2001,0,2412,0,2412,0,0,"commercial fisheries","English sole"
"1381","english sole","O",2002,0,2533,0,2533,0,0,"commercial fisheries","English sole"
"1382","english sole","O",2003,0,1589,0,1589,0,0,"commercial fisheries","English sole"
"1383","english sole","O",2004,0,1496,0,1496,0,0,"commercial fisheries","English sole"
"1384","english sole","O",2005,0,1954,0,1954,0,0,"commercial fisheries","English sole"
"1385","english sole","O",2006,0,2261,0,2261,0,60,"commercial fisheries","English sole"
"1386","english sole","O",2007,0,1079,0,1079,0,1019,"commercial fisheries","English sole"
"1387","english sole","O",2008,0,840,0,840,0,840,"commercial fisheries","English sole"
"1388","english sole","O",2009,0,1045,0,1045,0,955,"commercial fisheries","English sole"
"1389","english sole","O",2010,0,1378,2,1379,0,990,"commercial fisheries","English sole"
"1390","english sole","O",2011,0,990,0,990,0,960,"commercial fisheries","English sole"
"1391","english sole","O",2012,0,750,0,750,0,750,"commercial fisheries","English sole"
"1392","english sole","O",2013,0,1109,1,1110,0,1110,"commercial fisheries","English sole"
"1393","english sole","O",2014,0,1236,1,1235,0,1237,"commercial fisheries","English sole"
"1394","english sole","O",2015,0,1409,0,1409,0,1200,"commercial fisheries","English sole"
"1395","english sole","O",2016,0,1400,0,1400,0,1160,"commercial fisheries","English sole"
"1396","english sole","O",2017,0,1668,0,1668,0,1301,"commercial fisheries","English sole"
"1397","english sole","O",2018,0,1331,0,1330,0,1011,"commercial fisheries","English sole"
"1398","english sole","O",2019,0,1039,0,1039,0,759,"commercial fisheries","English sole"
"1399","english sole","O",2020,0,504,0,504,0,390,"commercial fisheries","English sole"
"1400","english sole","W",1980,0,4749,0,4749,0,0,"commercial fisheries","English sole"
"1401","english sole","W",1981,0,2188,107,2295,0,0,"commercial fisheries","English sole"
"1402","english sole","W",1982,0,2939,100,3037,0,0,"commercial fisheries","English sole"
"1403","english sole","W",1983,0,1834,100,1934,0,0,"commercial fisheries","English sole"
"1404","english sole","W",1984,0,1645,0,1645,0,0,"commercial fisheries","English sole"
"1405","english sole","W",1985,0,2210,0,2210,0,0,"commercial fisheries","English sole"
"1406","english sole","W",1986,0,783,0,783,0,0,"commercial fisheries","English sole"
"1407","english sole","W",1987,0,1226,0,1226,0,0,"commercial fisheries","English sole"
"1408","english sole","W",1988,0,1121,0,1121,0,0,"commercial fisheries","English sole"
"1409","english sole","W",1989,0,1435,1,1436,0,0,"commercial fisheries","English sole"
"1410","english sole","W",1990,0,2078,93,2171,0,0,"commercial fisheries","English sole"
"1411","english sole","W",1991,0,2898,0,2898,0,0,"commercial fisheries","English sole"
"1412","english sole","W",1992,0,2144,100,2244,2,0,"commercial fisheries","English sole"
"1413","english sole","W",1993,0,2092,0,2092,454,0,"commercial fisheries","English sole"
"1414","english sole","W",1994,0,1149,1,1149,138,0,"commercial fisheries","English sole"
"1415","english sole","W",1995,0,1228,2,1228,18,0,"commercial fisheries","English sole"
"1416","english sole","W",1996,0,729,108,836,39,0,"commercial fisheries","English sole"
"1417","english sole","W",1997,0,1237,98,1335,43,0,"commercial fisheries","English sole"
"1418","english sole","W",1998,0,1303,2,1305,10,0,"commercial fisheries","English sole"
"1419","english sole","W",1999,0,998,2,998,0,0,"commercial fisheries","English sole"
"1420","english sole","W",2000,0,999,1,1000,0,0,"commercial fisheries","English sole"
"1421","english sole","W",2001,0,1008,1,1009,10,0,"commercial fisheries","English sole"
"1422","english sole","W",2002,0,400,0,400,0,0,"commercial fisheries","English sole"
"1423","english sole","W",2003,0,850,0,850,0,0,"commercial fisheries","English sole"
"1424","english sole","W",2004,0,762,0,762,21,0,"commercial fisheries","English sole"
"1425","english sole","W",2005,0,975,0,975,0,0,"commercial fisheries","English sole"
"1426","english sole","W",2006,0,1510,89,1599,10,0,"commercial fisheries","English sole"
"1427","english sole","W",2007,0,2791,0,2791,1141,1144,"commercial fisheries","English sole"
"1428","english sole","W",2008,0,2144,0,2144,746,747,"commercial fisheries","English sole"
"1429","english sole","W",2009,0,2041,150,2191,741,693,"commercial fisheries","English sole"
"1430","english sole","W",2010,0,1195,0,1195,395,395,"commercial fisheries","English sole"
"1431","english sole","W",2011,0,2022,0,2022,672,700,"commercial fisheries","English sole"
"1432","english sole","W",2012,0,1014,16,1030,349,350,"commercial fisheries","English sole"
"1433","english sole","W",2013,0,1878,1,1879,522,699,"commercial fisheries","English sole"
"1434","english sole","W",2014,0,1489,1,1490,497,497,"commercial fisheries","English sole"
"1435","english sole","W",2015,0,1100,0,1100,300,300,"commercial fisheries","English sole"
"1436","english sole","W",2016,0,450,0,450,0,0,"commercial fisheries","English sole"
"1437","english sole","W",2017,0,1330,0,1330,0,0,"commercial fisheries","English sole"
"1438","english sole","W",2018,0,375,50,425,0,0,"commercial fisheries","English sole"
"1439","english sole","W",2019,0,308,0,308,0,0,"commercial fisheries","English sole"
"1440","flag rockfish","C",1980,0,1,2,3,0,1,"commercial fisheries","Flag rockfish"
"1441","flag rockfish","C",1981,0,2,3,5,0,1,"commercial fisheries","Flag rockfish"
"1442","flag rockfish","C",1982,0,2,1,3,0,0,"commercial fisheries","Flag rockfish"
"1443","flag rockfish","C",1983,0,6,35,41,0,9,"commercial fisheries","Flag rockfish"
"1444","flag rockfish","C",1984,0,3,90,93,0,8,"commercial fisheries","Flag rockfish"
"1445","flag rockfish","C",1985,0,6,48,54,0,9,"commercial fisheries","Flag rockfish"
"1446","flag rockfish","C",1986,0,20,28,48,0,3,"commercial fisheries","Flag rockfish"
"1447","flag rockfish","C",1987,0,12,37,49,0,0,"commercial fisheries","Flag rockfish"
"1448","flag rockfish","C",1988,0,16,7,23,0,0,"commercial fisheries","Flag rockfish"
"1449","flag rockfish","C",1989,0,8,16,24,0,0,"commercial fisheries","Flag rockfish"
"1450","flag rockfish","C",1990,0,4,0,4,0,0,"commercial fisheries","Flag rockfish"
"1451","flag rockfish","C",1991,0,2,0,2,0,0,"commercial fisheries","Flag rockfish"
"1452","flag rockfish","C",1992,0,0,49,49,0,0,"commercial fisheries","Flag rockfish"
"1453","flag rockfish","C",1993,0,1,68,69,0,0,"commercial fisheries","Flag rockfish"
"1454","flag rockfish","C",1994,0,1,58,59,0,0,"commercial fisheries","Flag rockfish"
"1455","flag rockfish","C",1995,0,0,61,61,0,0,"commercial fisheries","Flag rockfish"
"1456","flag rockfish","C",1996,0,0,117,117,0,0,"commercial fisheries","Flag rockfish"
"1457","flag rockfish","C",1997,0,0,78,78,0,0,"commercial fisheries","Flag rockfish"
"1458","flag rockfish","C",1998,0,1,134,135,0,0,"commercial fisheries","Flag rockfish"
"1459","flag rockfish","C",1999,0,2,51,53,0,0,"commercial fisheries","Flag rockfish"
"1460","flag rockfish","C",2000,0,0,16,16,0,0,"commercial fisheries","Flag rockfish"
"1461","flag rockfish","C",2001,0,1,7,7,0,0,"commercial fisheries","Flag rockfish"
"1462","flag rockfish","C",2002,0,0,14,14,0,0,"commercial fisheries","Flag rockfish"
"1463","flag rockfish","C",2003,0,1,0,1,0,1,"commercial fisheries","Flag rockfish"
"1464","flag rockfish","C",2004,0,6,1,7,0,3,"commercial fisheries","Flag rockfish"
"1465","flag rockfish","C",2006,0,0,13,13,0,0,"commercial fisheries","Flag rockfish"
"1466","flag rockfish","C",2008,0,15,22,37,0,7,"commercial fisheries","Flag rockfish"
"1467","flag rockfish","C",2009,0,0,18,18,0,0,"commercial fisheries","Flag rockfish"
"1468","flag rockfish","C",2010,0,0,17,17,0,0,"commercial fisheries","Flag rockfish"
"1469","flag rockfish","C",2011,0,0,27,27,0,0,"commercial fisheries","Flag rockfish"
"1470","flag rockfish","C",2012,0,0,14,14,0,0,"commercial fisheries","Flag rockfish"
"1471","flag rockfish","C",2013,0,0,7,7,0,0,"commercial fisheries","Flag rockfish"
"1472","flag rockfish","C",2014,0,0,9,9,0,0,"commercial fisheries","Flag rockfish"
"1473","flag rockfish","C",2015,0,0,25,25,0,0,"commercial fisheries","Flag rockfish"
"1474","flag rockfish","C",2016,0,1,49,50,0,2,"commercial fisheries","Flag rockfish"
"1475","flag rockfish","C",2017,0,1,2,3,0,0,"commercial fisheries","Flag rockfish"
"1476","flag rockfish","C",2018,0,0,12,8,0,0,"commercial fisheries","Flag rockfish"
"1477","flag rockfish","C",2019,0,0,2,2,0,0,"commercial fisheries","Flag rockfish"
"1478","flag rockfish","C",2020,0,0,14,14,0,0,"commercial fisheries","Flag rockfish"
"1479","flathead sole","C",2017,0,1,0,1,0,0,"commercial fisheries","Flathead sole"
"1480","flathead sole","O",2007,0,47,0,47,0,47,"commercial fisheries","Flathead sole"
"1481","flathead sole","O",2010,0,10,0,10,0,10,"commercial fisheries","Flathead sole"
"1482","flathead sole","O",2012,0,30,0,30,0,30,"commercial fisheries","Flathead sole"
"1483","flathead sole","O",2013,0,129,0,129,0,129,"commercial fisheries","Flathead sole"
"1484","flathead sole","O",2014,0,32,0,32,0,32,"commercial fisheries","Flathead sole"
"1485","flathead sole","O",2015,0,120,0,120,0,90,"commercial fisheries","Flathead sole"
"1486","flathead sole","O",2016,0,90,0,90,0,90,"commercial fisheries","Flathead sole"
"1487","flathead sole","O",2017,0,130,0,130,0,130,"commercial fisheries","Flathead sole"
"1488","flathead sole","O",2018,0,151,0,151,0,121,"commercial fisheries","Flathead sole"
"1489","flathead sole","O",2019,0,116,0,116,0,86,"commercial fisheries","Flathead sole"
"1490","flathead sole","O",2020,0,124,0,124,0,94,"commercial fisheries","Flathead sole"
"1491","flathead sole","W",1980,0,0,28,28,0,0,"commercial fisheries","Flathead sole"
"1492","gopher rockfish","C",1988,0,1,0,1,0,0,"commercial fisheries","Gopher/Black and yellow rockfish"
"1493","gopher rockfish","C",1992,0,0,700,700,0,0,"commercial fisheries","Gopher/Black and yellow rockfish"
"1494","gopher rockfish","C",1993,0,0,1488,1484,0,0,"commercial fisheries","Gopher/Black and yellow rockfish"
"1495","gopher rockfish","C",1994,0,0,1151,1151,0,0,"commercial fisheries","Gopher/Black and yellow rockfish"
"1496","gopher rockfish","C",1995,0,0,811,811,0,0,"commercial fisheries","Gopher/Black and yellow rockfish"
"1497","gopher rockfish","C",1996,0,0,2551,2551,0,0,"commercial fisheries","Gopher/Black and yellow rockfish"
"1498","gopher rockfish","C",1997,0,0,611,610,0,0,"commercial fisheries","Gopher/Black and yellow rockfish"
"1499","gopher rockfish","C",1998,0,0,1166,1166,0,0,"commercial fisheries","Gopher/Black and yellow rockfish"
"1500","gopher rockfish","C",1999,0,0,1725,1704,0,0,"commercial fisheries","Gopher/Black and yellow rockfish"
"1501","gopher rockfish","C",2000,0,18,3280,3155,0,0,"commercial fisheries","Gopher/Black and yellow rockfish"
"1502","gopher rockfish","C",2001,0,1,1733,1724,0,0,"commercial fisheries","Gopher/Black and yellow rockfish"
"1503","gopher rockfish","C",2002,0,0,695,665,0,0,"commercial fisheries","Gopher/Black and yellow rockfish"
"1504","gopher rockfish","C",2003,0,0,302,299,0,0,"commercial fisheries","Gopher/Black and yellow rockfish"
"1505","gopher rockfish","C",2004,0,0,466,399,0,0,"commercial fisheries","Gopher/Black and yellow rockfish"
"1506","gopher rockfish","C",2005,0,0,468,296,0,0,"commercial fisheries","Gopher/Black and yellow rockfish"
"1507","gopher rockfish","C",2006,0,1,644,322,0,0,"commercial fisheries","Gopher/Black and yellow rockfish"
"1508","gopher rockfish","C",2007,0,0,1028,677,0,0,"commercial fisheries","Gopher/Black and yellow rockfish"
"1509","gopher rockfish","C",2008,0,54,619,393,0,0,"commercial fisheries","Gopher/Black and yellow rockfish"
"1510","gopher rockfish","C",2009,0,20,753,604,8,8,"commercial fisheries","Gopher/Black and yellow rockfish"
"1511","gopher rockfish","C",2010,0,61,880,625,7,15,"commercial fisheries","Gopher/Black and yellow rockfish"
"1512","gopher rockfish","C",2011,0,3,644,584,2,3,"commercial fisheries","Gopher/Black and yellow rockfish"
"1513","gopher rockfish","C",2012,0,1,488,420,0,0,"commercial fisheries","Gopher/Black and yellow rockfish"
"1514","gopher rockfish","C",2013,0,0,391,343,0,0,"commercial fisheries","Gopher/Black and yellow rockfish"
"1515","gopher rockfish","C",2014,0,0,216,117,0,0,"commercial fisheries","Gopher/Black and yellow rockfish"
"1516","gopher rockfish","C",2015,0,0,381,356,0,0,"commercial fisheries","Gopher/Black and yellow rockfish"
"1517","gopher rockfish","C",2016,0,2,526,524,2,2,"commercial fisheries","Gopher/Black and yellow rockfish"
"1518","gopher rockfish","C",2017,0,0,1015,1009,0,0,"commercial fisheries","Gopher/Black and yellow rockfish"
"1519","gopher rockfish","C",2018,0,30,587,615,26,27,"commercial fisheries","Gopher/Black and yellow rockfish"
"1520","gopher rockfish","C",2019,0,121,844,964,0,5,"commercial fisheries","Gopher/Black and yellow rockfish"
"1521","gopher rockfish","C",2020,0,29,765,790,0,0,"commercial fisheries","Gopher/Black and yellow rockfish"
"1522","gopher rockfish","O",2000,0,3,0,3,0,0,"commercial fisheries","Gopher/Black and yellow rockfish"
"1523","gopher rockfish","O",2001,0,5,0,5,0,0,"commercial fisheries","Gopher/Black and yellow rockfish"
"1524","gopher rockfish","O",2002,0,11,0,11,0,0,"commercial fisheries","Gopher/Black and yellow rockfish"
"1525","gopher rockfish","O",2003,0,10,0,10,0,0,"commercial fisheries","Gopher/Black and yellow rockfish"
"1526","gopher rockfish","O",2004,0,4,0,4,0,2,"commercial fisheries","Gopher/Black and yellow rockfish"
"1527","gopher rockfish","O",2005,0,2,0,2,0,0,"commercial fisheries","Gopher/Black and yellow rockfish"
"1528","gopher rockfish","O",2006,0,7,0,7,0,0,"commercial fisheries","Gopher/Black and yellow rockfish"
"1529","gopher rockfish","O",2007,0,7,0,7,0,1,"commercial fisheries","Gopher/Black and yellow rockfish"
"1530","gopher rockfish","O",2008,0,10,0,10,0,0,"commercial fisheries","Gopher/Black and yellow rockfish"
"1531","gopher rockfish","O",2009,0,4,0,4,0,1,"commercial fisheries","Gopher/Black and yellow rockfish"
"1532","gopher rockfish","O",2010,0,8,0,8,0,1,"commercial fisheries","Gopher/Black and yellow rockfish"
"1533","gopher rockfish","O",2011,0,5,0,5,0,1,"commercial fisheries","Gopher/Black and yellow rockfish"
"1534","gopher rockfish","O",2012,0,7,0,7,0,0,"commercial fisheries","Gopher/Black and yellow rockfish"
"1535","gopher rockfish","O",2013,0,2,0,2,0,2,"commercial fisheries","Gopher/Black and yellow rockfish"
"1536","gopher rockfish","O",2014,0,3,0,3,0,3,"commercial fisheries","Gopher/Black and yellow rockfish"
"1537","gopher rockfish","O",2015,0,3,0,3,0,1,"commercial fisheries","Gopher/Black and yellow rockfish"
"1538","gopher rockfish","O",2016,0,6,0,6,0,1,"commercial fisheries","Gopher/Black and yellow rockfish"
"1539","gopher rockfish","O",2017,0,4,0,4,0,1,"commercial fisheries","Gopher/Black and yellow rockfish"
"1540","gopher rockfish","O",2018,0,5,0,5,0,0,"commercial fisheries","Gopher/Black and yellow rockfish"
"1541","gopher rockfish","O",2019,0,3,0,3,0,1,"commercial fisheries","Gopher/Black and yellow rockfish"
"1542","gopher rockfish","O",2020,0,4,0,4,0,0,"commercial fisheries","Gopher/Black and yellow rockfish"
"1543","grass rockfish","C",1982,0,3,0,3,0,0,"commercial fisheries","Grass rockfish"
"1544","grass rockfish","C",1985,0,0,5,5,0,0,"commercial fisheries","Grass rockfish"
"1545","grass rockfish","C",1987,0,0,2,2,0,0,"commercial fisheries","Grass rockfish"
"1546","grass rockfish","C",1992,0,0,16,16,0,0,"commercial fisheries","Grass rockfish"
"1547","grass rockfish","C",1993,0,0,8,8,0,0,"commercial fisheries","Grass rockfish"
"1548","grass rockfish","C",1994,0,0,17,17,0,0,"commercial fisheries","Grass rockfish"
"1549","grass rockfish","C",1995,0,0,98,98,0,0,"commercial fisheries","Grass rockfish"
"1550","grass rockfish","C",1996,0,0,523,523,0,0,"commercial fisheries","Grass rockfish"
"1551","grass rockfish","C",1997,0,0,501,494,0,0,"commercial fisheries","Grass rockfish"
"1552","grass rockfish","C",1998,0,0,515,515,0,0,"commercial fisheries","Grass rockfish"
"1553","grass rockfish","C",1999,0,0,709,709,0,0,"commercial fisheries","Grass rockfish"
"1554","grass rockfish","C",2000,0,0,834,818,0,0,"commercial fisheries","Grass rockfish"
"1555","grass rockfish","C",2001,0,0,477,439,0,0,"commercial fisheries","Grass rockfish"
"1556","grass rockfish","C",2002,0,0,164,158,0,0,"commercial fisheries","Grass rockfish"
"1557","grass rockfish","C",2003,0,0,121,121,0,0,"commercial fisheries","Grass rockfish"
"1558","grass rockfish","C",2004,0,0,88,74,0,0,"commercial fisheries","Grass rockfish"
"1559","grass rockfish","C",2005,0,0,65,35,0,0,"commercial fisheries","Grass rockfish"
"1560","grass rockfish","C",2006,0,0,370,116,0,0,"commercial fisheries","Grass rockfish"
"1561","grass rockfish","C",2007,0,0,276,172,0,0,"commercial fisheries","Grass rockfish"
"1562","grass rockfish","C",2008,0,0,344,242,0,0,"commercial fisheries","Grass rockfish"
"1563","grass rockfish","C",2009,0,0,169,151,0,0,"commercial fisheries","Grass rockfish"
"1564","grass rockfish","C",2010,0,1,361,358,0,1,"commercial fisheries","Grass rockfish"
"1565","grass rockfish","C",2011,0,0,243,242,0,0,"commercial fisheries","Grass rockfish"
"1566","grass rockfish","C",2012,0,0,312,305,0,0,"commercial fisheries","Grass rockfish"
"1567","grass rockfish","C",2013,0,0,153,143,0,0,"commercial fisheries","Grass rockfish"
"1568","grass rockfish","C",2014,0,0,118,104,0,0,"commercial fisheries","Grass rockfish"
"1569","grass rockfish","C",2015,0,0,286,284,0,0,"commercial fisheries","Grass rockfish"
"1570","grass rockfish","C",2016,0,0,245,243,0,0,"commercial fisheries","Grass rockfish"
"1571","grass rockfish","C",2017,0,0,188,188,0,0,"commercial fisheries","Grass rockfish"
"1572","grass rockfish","C",2018,0,0,79,78,0,0,"commercial fisheries","Grass rockfish"
"1573","grass rockfish","C",2019,0,0,206,127,0,7,"commercial fisheries","Grass rockfish"
"1574","grass rockfish","C",2020,0,0,164,162,0,0,"commercial fisheries","Grass rockfish"
"1575","grass rockfish","O",2000,0,165,6,171,0,0,"commercial fisheries","Grass rockfish"
"1576","grass rockfish","O",2001,0,71,0,71,0,0,"commercial fisheries","Grass rockfish"
"1577","grass rockfish","O",2002,0,188,0,188,0,0,"commercial fisheries","Grass rockfish"
"1578","grass rockfish","O",2003,0,27,0,27,0,6,"commercial fisheries","Grass rockfish"
"1579","grass rockfish","O",2004,0,44,0,44,0,1,"commercial fisheries","Grass rockfish"
"1580","grass rockfish","O",2005,0,80,0,80,0,0,"commercial fisheries","Grass rockfish"
"1581","grass rockfish","O",2006,0,85,6,91,0,0,"commercial fisheries","Grass rockfish"
"1582","grass rockfish","O",2007,0,29,0,29,0,0,"commercial fisheries","Grass rockfish"
"1583","grass rockfish","O",2008,0,28,0,28,0,0,"commercial fisheries","Grass rockfish"
"1584","grass rockfish","O",2009,0,19,0,19,0,0,"commercial fisheries","Grass rockfish"
"1585","grass rockfish","O",2010,0,15,0,15,0,0,"commercial fisheries","Grass rockfish"
"1586","grass rockfish","O",2011,0,2,0,2,0,0,"commercial fisheries","Grass rockfish"
"1587","grass rockfish","O",2012,0,9,0,9,0,0,"commercial fisheries","Grass rockfish"
"1588","grass rockfish","O",2013,0,13,0,13,0,0,"commercial fisheries","Grass rockfish"
"1589","grass rockfish","O",2014,0,9,0,9,0,0,"commercial fisheries","Grass rockfish"
"1590","grass rockfish","O",2015,0,20,0,20,0,0,"commercial fisheries","Grass rockfish"
"1591","grass rockfish","O",2016,0,1,0,1,0,0,"commercial fisheries","Grass rockfish"
"1592","grass rockfish","O",2017,0,4,0,4,0,0,"commercial fisheries","Grass rockfish"
"1593","grass rockfish","O",2018,0,1,0,1,0,0,"commercial fisheries","Grass rockfish"
"1594","grass rockfish","O",2020,0,4,0,4,0,0,"commercial fisheries","Grass rockfish"
"1595","greenspotted rockfish","C",1980,0,88,56,144,0,95,"commercial fisheries","Greenspotted rockfish"
"1596","greenspotted rockfish","C",1981,0,84,123,207,0,83,"commercial fisheries","Greenspotted rockfish"
"1597","greenspotted rockfish","C",1982,0,83,41,124,0,103,"commercial fisheries","Greenspotted rockfish"
"1598","greenspotted rockfish","C",1983,0,115,179,293,0,112,"commercial fisheries","Greenspotted rockfish"
"1599","greenspotted rockfish","C",1984,0,133,174,307,0,138,"commercial fisheries","Greenspotted rockfish"
"1600","greenspotted rockfish","C",1985,0,274,234,508,0,370,"commercial fisheries","Greenspotted rockfish"
"1601","greenspotted rockfish","C",1986,0,145,407,552,0,43,"commercial fisheries","Greenspotted rockfish"
"1602","greenspotted rockfish","C",1987,0,223,140,363,0,1,"commercial fisheries","Greenspotted rockfish"
"1603","greenspotted rockfish","C",1988,0,164,111,275,0,0,"commercial fisheries","Greenspotted rockfish"
"1604","greenspotted rockfish","C",1989,0,123,161,284,0,0,"commercial fisheries","Greenspotted rockfish"
"1605","greenspotted rockfish","C",1990,0,95,97,192,0,0,"commercial fisheries","Greenspotted rockfish"
"1606","greenspotted rockfish","C",1991,0,74,422,496,0,1,"commercial fisheries","Greenspotted rockfish"
"1607","greenspotted rockfish","C",1992,0,67,966,1033,0,0,"commercial fisheries","Greenspotted rockfish"
"1608","greenspotted rockfish","C",1993,0,29,925,954,0,0,"commercial fisheries","Greenspotted rockfish"
"1609","greenspotted rockfish","C",1994,0,39,780,819,0,0,"commercial fisheries","Greenspotted rockfish"
"1610","greenspotted rockfish","C",1995,0,24,680,704,0,0,"commercial fisheries","Greenspotted rockfish"
"1611","greenspotted rockfish","C",1996,0,35,849,884,0,1,"commercial fisheries","Greenspotted rockfish"
"1612","greenspotted rockfish","C",1997,0,36,827,863,0,0,"commercial fisheries","Greenspotted rockfish"
"1613","greenspotted rockfish","C",1998,0,40,1361,1401,0,0,"commercial fisheries","Greenspotted rockfish"
"1614","greenspotted rockfish","C",1999,0,45,125,170,0,0,"commercial fisheries","Greenspotted rockfish"
"1615","greenspotted rockfish","C",2000,0,90,47,137,0,0,"commercial fisheries","Greenspotted rockfish"
"1616","greenspotted rockfish","C",2001,0,163,221,327,0,55,"commercial fisheries","Greenspotted rockfish"
"1617","greenspotted rockfish","C",2002,0,72,31,103,0,71,"commercial fisheries","Greenspotted rockfish"
"1618","greenspotted rockfish","C",2003,0,73,0,72,0,47,"commercial fisheries","Greenspotted rockfish"
"1619","greenspotted rockfish","C",2004,0,64,3,66,0,52,"commercial fisheries","Greenspotted rockfish"
"1620","greenspotted rockfish","C",2005,0,1,0,1,0,1,"commercial fisheries","Greenspotted rockfish"
"1621","greenspotted rockfish","C",2006,0,1,27,28,0,1,"commercial fisheries","Greenspotted rockfish"
"1622","greenspotted rockfish","C",2007,0,3,19,22,0,4,"commercial fisheries","Greenspotted rockfish"
"1623","greenspotted rockfish","C",2008,0,4,141,145,0,0,"commercial fisheries","Greenspotted rockfish"
"1624","greenspotted rockfish","C",2009,0,3,202,205,0,1,"commercial fisheries","Greenspotted rockfish"
"1625","greenspotted rockfish","C",2010,0,1,293,294,0,1,"commercial fisheries","Greenspotted rockfish"
"1626","greenspotted rockfish","C",2011,0,0,208,208,0,0,"commercial fisheries","Greenspotted rockfish"
"1627","greenspotted rockfish","C",2012,0,15,87,102,0,13,"commercial fisheries","Greenspotted rockfish"
"1628","greenspotted rockfish","C",2013,0,5,8,13,0,4,"commercial fisheries","Greenspotted rockfish"
"1629","greenspotted rockfish","C",2014,0,4,100,104,0,4,"commercial fisheries","Greenspotted rockfish"
"1630","greenspotted rockfish","C",2015,0,20,208,223,0,25,"commercial fisheries","Greenspotted rockfish"
"1631","greenspotted rockfish","C",2016,0,11,455,465,0,22,"commercial fisheries","Greenspotted rockfish"
"1632","greenspotted rockfish","C",2017,0,21,105,126,0,22,"commercial fisheries","Greenspotted rockfish"
"1633","greenspotted rockfish","C",2018,0,16,316,325,0,0,"commercial fisheries","Greenspotted rockfish"
"1634","greenspotted rockfish","C",2019,0,19,207,224,0,0,"commercial fisheries","Greenspotted rockfish"
