"species_name","sample_year","sexed_fish","unsexed_fish","lengthed","aged","otoliths"
"ROSY ROCKFISH",2006,0,1039,1039,0,0
"ROSY ROCKFISH",2007,0,1295,1295,0,0
"ROSY ROCKFISH",2008,0,1166,1166,0,0
"ROSY ROCKFISH",2009,0,1658,1657,0,0
"ROSY ROCKFISH",2010,0,1469,1469,0,0
"ROSY ROCKFISH",2011,0,1295,1294,0,0
"ROSY ROCKFISH",2012,0,1041,1041,0,0
"ROSY ROCKFISH",2013,1,1185,1186,0,0
"ROSY ROCKFISH",2014,0,655,655,0,0
"ROSY ROCKFISH",2015,0,1009,1009,0,0
"ROSY ROCKFISH",2016,1,1044,1045,0,0
"ROSY ROCKFISH",2017,0,1329,1329,0,0
"ROSY ROCKFISH",2018,0,1696,1696,0,0
"ROSY ROCKFISH",2019,0,1633,1633,0,0
"ROSY ROCKFISH",2020,0,43,43,0,0
"SABLEFISH",2004,0,1,1,0,0
"SABLEFISH",2005,0,2,2,0,0
"SABLEFISH",2006,0,1,1,0,0
"SABLEFISH",2007,0,1,1,0,0
"SABLEFISH",2009,0,5,5,0,0
"SABLEFISH",2011,0,7,7,0,0
"SABLEFISH",2012,0,9,9,0,0
"SABLEFISH",2013,0,7,7,0,0
"SABLEFISH",2014,0,12,12,0,0
"SABLEFISH",2017,0,1,1,0,0
"SABLEFISH",2018,0,2,2,0,0
"SABLEFISH",2019,0,4,4,0,0
"SAND SOLE",2004,0,22,22,0,0
"SAND SOLE",2005,0,19,19,0,0
"SAND SOLE",2006,0,11,11,0,0
"SAND SOLE",2007,0,12,12,0,0
"SAND SOLE",2008,0,8,8,0,0
"SAND SOLE",2009,0,32,32,0,0
"SAND SOLE",2010,0,48,48,0,0
"SAND SOLE",2011,0,105,105,0,0
"SAND SOLE",2012,0,93,93,0,0
"SAND SOLE",2013,6,84,90,0,0
"SAND SOLE",2014,1,64,65,0,0
"SAND SOLE",2015,0,24,24,0,0
"SAND SOLE",2016,0,13,13,0,0
"SAND SOLE",2017,0,12,12,0,0
"SAND SOLE",2018,0,23,23,0,0
"SAND SOLE",2019,0,18,18,0,0
"SAND SOLE",2020,0,1,1,0,0
"SHORTSPINE THORNYHEAD",2003,0,1,1,0,0
"SHORTSPINE THORNYHEAD",2004,0,1,1,0,0
"SHORTSPINE THORNYHEAD",2006,0,1,1,0,0
"SILVERGRAY ROCKFISH",2019,0,1,1,0,0
"SPECKLED ROCKFISH",2004,0,261,261,0,0
"SPECKLED ROCKFISH",2005,0,403,403,0,0
"SPECKLED ROCKFISH",2006,1,596,597,0,0
"SPECKLED ROCKFISH",2007,0,542,542,0,0
"SPECKLED ROCKFISH",2008,0,709,709,0,0
"SPECKLED ROCKFISH",2009,0,977,977,0,0
"SPECKLED ROCKFISH",2010,2,674,676,0,0
"SPECKLED ROCKFISH",2011,0,655,655,0,0
"SPECKLED ROCKFISH",2012,0,460,460,0,0
"SPECKLED ROCKFISH",2013,0,1022,1022,0,0
"SPECKLED ROCKFISH",2014,0,487,487,0,0
"SPECKLED ROCKFISH",2015,0,1097,1097,0,0
"SPECKLED ROCKFISH",2016,0,612,612,0,0
"SPECKLED ROCKFISH",2017,0,413,413,0,0
"SPECKLED ROCKFISH",2018,0,385,385,0,0
"SPECKLED ROCKFISH",2019,0,378,378,0,0
"SPECKLED ROCKFISH",2020,0,29,29,0,0
"SQUARESPOT ROCKFISH",2003,0,9,9,0,0
"SQUARESPOT ROCKFISH",2004,3,321,324,0,0
"SQUARESPOT ROCKFISH",2005,1,424,425,0,0
"SQUARESPOT ROCKFISH",2006,0,401,401,0,0
"SQUARESPOT ROCKFISH",2007,1,413,414,0,0
"SQUARESPOT ROCKFISH",2008,1,976,977,0,0
"SQUARESPOT ROCKFISH",2009,1,933,934,0,0
"SQUARESPOT ROCKFISH",2010,4,588,592,0,0
"SQUARESPOT ROCKFISH",2011,6,619,625,0,0
"SQUARESPOT ROCKFISH",2012,0,571,571,0,0
"SQUARESPOT ROCKFISH",2013,0,1738,1738,0,0
"SQUARESPOT ROCKFISH",2014,1,1505,1504,0,0
"SQUARESPOT ROCKFISH",2015,0,1721,1721,0,0
"SQUARESPOT ROCKFISH",2016,0,1401,1401,0,0
"SQUARESPOT ROCKFISH",2017,0,1256,1256,0,0
"SQUARESPOT ROCKFISH",2018,0,1243,1243,0,0
"SQUARESPOT ROCKFISH",2019,0,1540,1540,0,0
"SQUARESPOT ROCKFISH",2020,0,41,41,0,0
"STARRY FLOUNDER",2004,0,50,50,0,0
"STARRY FLOUNDER",2005,0,110,110,0,0
"STARRY FLOUNDER",2006,0,51,51,0,0
"STARRY FLOUNDER",2007,0,43,43,0,0
"STARRY FLOUNDER",2008,0,42,42,0,0
"STARRY FLOUNDER",2009,0,30,30,0,0
"STARRY FLOUNDER",2010,0,22,22,0,0
"STARRY FLOUNDER",2011,0,21,21,0,0
"STARRY FLOUNDER",2012,0,48,48,0,0
"STARRY FLOUNDER",2013,1,39,40,0,0
"STARRY FLOUNDER",2014,0,76,76,0,0
"STARRY FLOUNDER",2015,0,45,45,0,0
"STARRY FLOUNDER",2016,0,14,14,0,0
"STARRY FLOUNDER",2017,0,16,16,0,0
"STARRY FLOUNDER",2018,0,11,11,0,0
"STARRY FLOUNDER",2019,0,31,31,0,0
"STARRY FLOUNDER",2020,0,5,5,0,0
"STARRY ROCKFISH",2003,0,12,12,0,0
"STARRY ROCKFISH",2004,0,833,833,0,0
"STARRY ROCKFISH",2005,0,1549,1549,0,0
"STARRY ROCKFISH",2006,3,1810,1813,0,0
"STARRY ROCKFISH",2007,7,2976,2983,0,0
"STARRY ROCKFISH",2008,1,2665,2666,0,0
"STARRY ROCKFISH",2009,4,2449,2453,0,0
"STARRY ROCKFISH",2010,15,1968,1983,0,0
"STARRY ROCKFISH",2011,2,2016,2018,0,0
"STARRY ROCKFISH",2012,0,1691,1690,0,0
"STARRY ROCKFISH",2013,2,1889,1891,0,0
"STARRY ROCKFISH",2014,0,942,941,0,0
"STARRY ROCKFISH",2015,1,1326,1327,0,0
"STARRY ROCKFISH",2016,0,1396,1396,0,0
"STARRY ROCKFISH",2017,6,2471,2477,0,0
"STARRY ROCKFISH",2018,10,2118,2128,0,7
"STARRY ROCKFISH",2019,11,2619,2628,0,29
"STARRY ROCKFISH",2020,0,74,74,0,0
"STRIPETAIL ROCKFISH",2004,0,21,21,0,0
"STRIPETAIL ROCKFISH",2005,0,4,4,0,0
"STRIPETAIL ROCKFISH",2006,0,5,5,0,0
"STRIPETAIL ROCKFISH",2007,0,8,8,0,0
"STRIPETAIL ROCKFISH",2009,0,1,1,0,0
"STRIPETAIL ROCKFISH",2010,0,7,7,0,0
"STRIPETAIL ROCKFISH",2011,0,5,5,0,0
"STRIPETAIL ROCKFISH",2012,0,10,10,0,0
"STRIPETAIL ROCKFISH",2013,0,6,6,0,0
"STRIPETAIL ROCKFISH",2014,0,1,1,0,0
"STRIPETAIL ROCKFISH",2016,0,6,6,0,0
"TREEFISH",2003,0,30,30,0,0
"TREEFISH",2004,0,278,278,0,0
"TREEFISH",2005,0,400,400,0,0
"TREEFISH",2006,1,497,498,0,0
"TREEFISH",2007,0,664,664,0,0
"TREEFISH",2008,1,669,670,0,0
"TREEFISH",2009,0,869,869,0,0
"TREEFISH",2010,1,550,552,0,0
"TREEFISH",2011,1,813,814,0,0
"TREEFISH",2012,0,834,834,0,0
"TREEFISH",2013,0,974,973,0,0
"TREEFISH",2014,0,621,621,0,0
"TREEFISH",2015,0,688,688,0,0
"TREEFISH",2016,0,764,764,0,0
"TREEFISH",2017,0,559,559,0,0
"TREEFISH",2018,0,497,497,0,0
"TREEFISH",2019,4,599,603,0,0
"TREEFISH",2020,0,54,54,0,0
"VERMILION ROCKFISH",2003,0,34,34,0,0
"VERMILION ROCKFISH",2004,3,6471,6474,0,0
"VERMILION ROCKFISH",2005,2,9163,9165,0,0
"VERMILION ROCKFISH",2006,0,10023,10023,0,0
"VERMILION ROCKFISH",2007,2,9555,9557,0,0
"VERMILION ROCKFISH",2008,3,6230,6233,0,0
"VERMILION ROCKFISH",2009,1,5491,5492,0,0
"VERMILION ROCKFISH",2010,6,6680,6686,0,0
"VERMILION ROCKFISH",2011,6,8347,8353,0,0
"VERMILION ROCKFISH",2012,4,8641,8644,0,0
"VERMILION ROCKFISH",2013,5,9948,9953,0,0
"VERMILION ROCKFISH",2014,2,7239,7241,0,0
"VERMILION ROCKFISH",2015,1,9220,9220,0,0
"VERMILION ROCKFISH",2016,5,8466,8471,0,0
"VERMILION ROCKFISH",2017,9,6966,6974,0,0
"VERMILION ROCKFISH",2018,7,7204,7211,0,76
"VERMILION ROCKFISH",2019,20,9352,9371,0,41
"VERMILION ROCKFISH",2020,0,387,387,0,0
"WIDOW ROCKFISH",2004,0,557,557,0,0
"WIDOW ROCKFISH",2005,0,171,171,0,0
"WIDOW ROCKFISH",2006,0,325,325,0,0
"WIDOW ROCKFISH",2007,0,461,461,0,0
"WIDOW ROCKFISH",2008,0,338,338,0,0
"WIDOW ROCKFISH",2009,0,99,99,0,0
"WIDOW ROCKFISH",2010,0,53,53,0,0
"WIDOW ROCKFISH",2011,0,95,95,0,0
"WIDOW ROCKFISH",2012,0,343,343,0,0
"WIDOW ROCKFISH",2013,0,916,916,0,0
"WIDOW ROCKFISH",2014,0,918,918,0,0
"WIDOW ROCKFISH",2015,0,342,342,0,0
"WIDOW ROCKFISH",2016,0,136,136,0,0
"WIDOW ROCKFISH",2017,0,359,359,0,0
"WIDOW ROCKFISH",2018,0,715,715,0,24
"WIDOW ROCKFISH",2019,0,871,871,0,3
"WIDOW ROCKFISH",2020,0,6,6,0,0
"YELLOWEYE ROCKFISH",2004,0,17,17,0,0
"YELLOWEYE ROCKFISH",2005,0,60,60,0,0
"YELLOWEYE ROCKFISH",2006,0,95,95,0,0
"YELLOWEYE ROCKFISH",2007,0,57,57,0,0
"YELLOWEYE ROCKFISH",2008,0,31,31,0,0
"YELLOWEYE ROCKFISH",2009,1,57,58,0,0
"YELLOWEYE ROCKFISH",2010,1,21,22,0,0
"YELLOWEYE ROCKFISH",2011,0,23,23,0,0
"YELLOWEYE ROCKFISH",2012,0,26,26,0,0
"YELLOWEYE ROCKFISH",2013,0,17,17,0,0
"YELLOWEYE ROCKFISH",2014,0,24,24,0,0
"YELLOWEYE ROCKFISH",2015,0,42,42,0,0
"YELLOWEYE ROCKFISH",2016,0,36,36,0,1
"YELLOWEYE ROCKFISH",2017,0,112,112,0,67
"YELLOWEYE ROCKFISH",2018,0,115,115,0,70
"YELLOWEYE ROCKFISH",2019,0,127,127,0,73
"YELLOWEYE ROCKFISH",2020,0,1,1,0,0
"YELLOWTAIL ROCKFISH",2003,0,41,41,0,0
"YELLOWTAIL ROCKFISH",2004,1,919,920,0,0
"YELLOWTAIL ROCKFISH",2005,0,881,881,0,0
"YELLOWTAIL ROCKFISH",2006,0,2001,2001,0,0
"YELLOWTAIL ROCKFISH",2007,0,4780,4780,0,0
"YELLOWTAIL ROCKFISH",2008,0,2032,2032,0,0
"YELLOWTAIL ROCKFISH",2009,0,3534,3534,0,0
"YELLOWTAIL ROCKFISH",2010,0,2192,2192,0,0
"YELLOWTAIL ROCKFISH",2011,0,4718,4718,0,0
"YELLOWTAIL ROCKFISH",2012,2,5641,5643,0,0
"YELLOWTAIL ROCKFISH",2013,0,6754,6753,0,0
"YELLOWTAIL ROCKFISH",2014,0,6354,6354,0,0
"YELLOWTAIL ROCKFISH",2015,0,6980,6980,0,0
"YELLOWTAIL ROCKFISH",2016,0,2738,2738,0,0
"YELLOWTAIL ROCKFISH",2017,0,3209,3209,0,0
"YELLOWTAIL ROCKFISH",2018,0,3375,3374,0,96
"YELLOWTAIL ROCKFISH",2019,0,4126,4125,0,121
"YELLOWTAIL ROCKFISH",2020,0,3,3,0,0
"BLACK AND YELLOW ROCKFISH",2003,0,7,7,0,0
"BLACK AND YELLOW ROCKFISH",2004,1,275,276,0,0
"BLACK AND YELLOW ROCKFISH",2005,0,480,480,0,0
"BLACK AND YELLOW ROCKFISH",2006,0,468,468,0,0
"BLACK AND YELLOW ROCKFISH",2007,0,319,319,0,0
"BLACK AND YELLOW ROCKFISH",2008,0,625,625,0,0
"BLACK AND YELLOW ROCKFISH",2009,0,1034,1034,0,0
"BLACK AND YELLOW ROCKFISH",2010,0,896,896,0,0
"BLACK AND YELLOW ROCKFISH",2011,1,1040,1041,0,0
"BLACK AND YELLOW ROCKFISH",2012,1,597,598,0,0
"BLACK AND YELLOW ROCKFISH",2013,1,565,566,0,0
"BLACK AND YELLOW ROCKFISH",2014,1,651,652,0,0
"BLACK AND YELLOW ROCKFISH",2015,0,710,710,0,0
"BLACK AND YELLOW ROCKFISH",2016,0,716,716,0,0
"BLACK AND YELLOW ROCKFISH",2017,1,819,818,0,0
"BLACK AND YELLOW ROCKFISH",2018,0,462,462,0,0
"BLACK AND YELLOW ROCKFISH",2019,2,352,353,0,0
"BLACK AND YELLOW ROCKFISH",2020,0,4,4,0,0
"SPINY DOGFISH SHARK",2003,1,1,2,0,0
"SPINY DOGFISH SHARK",2004,0,23,23,0,0
"SPINY DOGFISH SHARK",2005,4,50,54,0,0
"SPINY DOGFISH SHARK",2006,18,83,101,0,0
"SPINY DOGFISH SHARK",2007,17,36,53,0,0
"SPINY DOGFISH SHARK",2008,20,23,43,0,0
"SPINY DOGFISH SHARK",2009,22,16,38,0,0
"SPINY DOGFISH SHARK",2010,15,9,24,0,0
"SPINY DOGFISH SHARK",2011,3,36,39,0,0
"SPINY DOGFISH SHARK",2012,4,17,21,0,0
"SPINY DOGFISH SHARK",2013,8,17,25,0,0
"SPINY DOGFISH SHARK",2014,11,9,20,0,0
"SPINY DOGFISH SHARK",2015,10,9,19,0,0
"SPINY DOGFISH SHARK",2016,5,2,7,0,0
"SPINY DOGFISH SHARK",2017,26,2,28,0,0
"SPINY DOGFISH SHARK",2018,13,4,17,0,0
"SPINY DOGFISH SHARK",2019,22,2,24,0,0
"SPINY DOGFISH SHARK",2003,1,1,2,0,0
"SPINY DOGFISH SHARK",2004,0,23,23,0,0
"SPINY DOGFISH SHARK",2005,4,50,54,0,0
"SPINY DOGFISH SHARK",2006,18,83,101,0,0
"SPINY DOGFISH SHARK",2007,17,36,53,0,0
"SPINY DOGFISH SHARK",2008,20,23,43,0,0
"SPINY DOGFISH SHARK",2009,22,16,38,0,0
"SPINY DOGFISH SHARK",2010,15,9,24,0,0
"SPINY DOGFISH SHARK",2011,3,36,39,0,0
"SPINY DOGFISH SHARK",2012,4,17,21,0,0
"SPINY DOGFISH SHARK",2013,8,17,25,0,0
"SPINY DOGFISH SHARK",2014,11,9,20,0,0
"SPINY DOGFISH SHARK",2015,10,9,19,0,0
"SPINY DOGFISH SHARK",2016,5,2,7,0,0
"SPINY DOGFISH SHARK",2017,26,2,28,0,0
"SPINY DOGFISH SHARK",2018,13,4,17,0,0
"SPINY DOGFISH SHARK",2019,22,2,24,0,0
