"species_name","sample_year","sexed_fish","unsexed_fish","lengthed","aged","otoliths"
"SAND SOLE",2003,0,20,20,0,0
"SAND SOLE",2004,0,42,42,0,0
"SAND SOLE",2005,0,38,38,0,0
"SAND SOLE",2006,0,15,15,0,0
"SAND SOLE",2007,0,11,11,0,0
"SAND SOLE",2008,0,20,20,0,0
"SAND SOLE",2009,0,61,61,0,0
"SAND SOLE",2010,0,109,109,0,0
"SAND SOLE",2011,0,67,67,0,0
"SAND SOLE",2012,0,37,37,0,0
"SAND SOLE",2013,0,50,50,0,0
"SAND SOLE",2014,0,51,51,0,0
"SAND SOLE",2015,0,61,61,0,0
"SAND SOLE",2016,0,81,81,0,0
"SAND SOLE",2017,0,89,89,0,0
"SAND SOLE",2018,0,41,41,0,0
"SAND SOLE",2019,0,30,30,0,0
"SILVERGRAY ROCKFISH",2001,0,9,9,0,0
"SILVERGRAY ROCKFISH",2002,0,24,24,0,0
"SILVERGRAY ROCKFISH",2003,0,20,20,0,0
"SILVERGRAY ROCKFISH",2004,0,3,3,0,0
"SILVERGRAY ROCKFISH",2005,0,14,14,0,0
"SILVERGRAY ROCKFISH",2006,0,2,2,0,0
"SILVERGRAY ROCKFISH",2007,0,4,4,0,0
"SILVERGRAY ROCKFISH",2008,0,4,4,0,0
"SILVERGRAY ROCKFISH",2009,0,25,25,0,0
"SILVERGRAY ROCKFISH",2011,0,90,90,0,0
"SILVERGRAY ROCKFISH",2012,0,42,42,0,0
"SILVERGRAY ROCKFISH",2013,0,22,22,0,0
"SILVERGRAY ROCKFISH",2014,0,42,42,0,0
"SILVERGRAY ROCKFISH",2015,0,7,7,0,0
"SILVERGRAY ROCKFISH",2016,0,1,1,0,0
"SILVERGRAY ROCKFISH",2017,0,9,9,0,0
"SILVERGRAY ROCKFISH",2018,0,29,29,0,0
"SILVERGRAY ROCKFISH",2019,0,14,14,0,0
"SPECKLED ROCKFISH",2019,0,1,1,0,0
"STARRY FLOUNDER",2001,0,3,3,0,0
"STARRY FLOUNDER",2002,0,17,17,0,0
"STARRY FLOUNDER",2003,0,62,62,0,0
"STARRY FLOUNDER",2004,0,34,34,0,0
"STARRY FLOUNDER",2005,0,26,26,0,0
"STARRY FLOUNDER",2006,0,15,15,0,0
"STARRY FLOUNDER",2007,0,4,4,0,0
"STARRY FLOUNDER",2008,0,16,16,0,0
"STARRY FLOUNDER",2009,0,5,5,0,0
"STARRY FLOUNDER",2010,0,2,2,0,0
"STARRY FLOUNDER",2011,0,24,24,0,0
"STARRY FLOUNDER",2012,0,7,7,0,0
"STARRY FLOUNDER",2013,0,3,3,0,0
"STARRY FLOUNDER",2014,0,5,5,0,0
"STARRY FLOUNDER",2015,0,9,9,0,0
"STARRY FLOUNDER",2016,0,9,9,0,0
"STARRY FLOUNDER",2017,0,16,16,0,0
"STARRY FLOUNDER",2018,0,4,4,0,0
"STARRY FLOUNDER",2019,0,4,4,0,0
"VERMILION ROCKFISH",2001,0,224,224,0,0
"VERMILION ROCKFISH",2002,0,450,450,0,0
"VERMILION ROCKFISH",2003,0,743,743,0,0
"VERMILION ROCKFISH",2004,0,413,413,0,0
"VERMILION ROCKFISH",2005,107,960,1067,115,16
"VERMILION ROCKFISH",2006,186,609,795,284,0
"VERMILION ROCKFISH",2007,206,823,1029,109,99
"VERMILION ROCKFISH",2008,327,739,1066,179,156
"VERMILION ROCKFISH",2009,188,501,689,97,92
"VERMILION ROCKFISH",2010,157,633,790,85,74
"VERMILION ROCKFISH",2011,191,724,915,101,90
"VERMILION ROCKFISH",2012,174,928,1102,89,85
"VERMILION ROCKFISH",2013,170,647,817,87,82
"VERMILION ROCKFISH",2014,84,373,457,43,43
"VERMILION ROCKFISH",2015,60,296,356,32,30
"VERMILION ROCKFISH",2016,49,271,320,29,21
"VERMILION ROCKFISH",2017,52,543,595,29,23
"VERMILION ROCKFISH",2018,47,575,622,29,18
"VERMILION ROCKFISH",2019,142,611,753,75,66
"VERMILION ROCKFISH",2020,115,64,179,67,48
"WIDOW ROCKFISH",2001,0,237,237,0,0
"WIDOW ROCKFISH",2002,0,260,260,0,0
"WIDOW ROCKFISH",2003,0,351,351,0,0
"WIDOW ROCKFISH",2004,0,124,124,0,0
"WIDOW ROCKFISH",2005,0,393,393,0,0
"WIDOW ROCKFISH",2006,0,179,179,0,0
"WIDOW ROCKFISH",2007,0,193,193,0,0
"WIDOW ROCKFISH",2008,0,230,230,0,0
"WIDOW ROCKFISH",2009,0,182,182,0,0
"WIDOW ROCKFISH",2010,0,119,119,0,0
"WIDOW ROCKFISH",2011,0,149,149,0,0
"WIDOW ROCKFISH",2012,0,276,276,0,0
"WIDOW ROCKFISH",2013,0,268,268,0,0
"WIDOW ROCKFISH",2014,0,159,159,0,0
"WIDOW ROCKFISH",2015,0,216,216,0,0
"WIDOW ROCKFISH",2016,0,64,64,0,0
"WIDOW ROCKFISH",2017,0,257,257,0,0
"WIDOW ROCKFISH",2018,0,966,966,0,0
"WIDOW ROCKFISH",2019,0,726,726,0,0
"WIDOW ROCKFISH",2020,0,21,21,0,0
"YELLOWEYE ROCKFISH",2001,0,368,368,0,0
"YELLOWEYE ROCKFISH",2002,0,448,448,0,0
"YELLOWEYE ROCKFISH",2003,0,492,492,0,0
"YELLOWEYE ROCKFISH",2004,0,23,23,0,0
"YELLOWEYE ROCKFISH",2005,1,25,26,0,0
"YELLOWEYE ROCKFISH",2006,0,49,49,0,0
"YELLOWEYE ROCKFISH",2007,0,62,62,0,0
"YELLOWEYE ROCKFISH",2008,0,74,74,0,0
"YELLOWEYE ROCKFISH",2009,0,39,39,0,0
"YELLOWEYE ROCKFISH",2010,0,28,28,0,0
"YELLOWEYE ROCKFISH",2011,0,49,49,0,0
"YELLOWEYE ROCKFISH",2012,0,112,112,0,0
"YELLOWEYE ROCKFISH",2013,0,57,57,0,0
"YELLOWEYE ROCKFISH",2014,0,89,89,0,0
"YELLOWEYE ROCKFISH",2015,0,42,42,0,0
"YELLOWEYE ROCKFISH",2016,0,34,34,0,0
"YELLOWEYE ROCKFISH",2017,0,102,102,0,0
"YELLOWEYE ROCKFISH",2018,0,120,120,0,0
"YELLOWEYE ROCKFISH",2019,0,120,120,0,0
"YELLOWEYE ROCKFISH",2020,0,12,12,0,0
"YELLOWMOUTH ROCKFISH",2001,0,1,1,0,0
"YELLOWMOUTH ROCKFISH",2002,0,12,12,0,0
"YELLOWMOUTH ROCKFISH",2003,0,1,1,0,0
"YELLOWMOUTH ROCKFISH",2009,0,3,3,0,0
"YELLOWMOUTH ROCKFISH",2012,0,1,1,0,0
"YELLOWMOUTH ROCKFISH",2013,0,1,1,0,0
"YELLOWTAIL ROCKFISH",1999,326,0,326,0,0
"YELLOWTAIL ROCKFISH",2000,192,0,192,0,0
"YELLOWTAIL ROCKFISH",2001,12,692,704,0,12
"YELLOWTAIL ROCKFISH",2002,0,1457,1457,0,0
"YELLOWTAIL ROCKFISH",2003,0,1740,1740,0,0
"YELLOWTAIL ROCKFISH",2004,1,1394,1395,0,0
"YELLOWTAIL ROCKFISH",2005,0,1916,1916,0,0
"YELLOWTAIL ROCKFISH",2006,0,1585,1585,0,0
"YELLOWTAIL ROCKFISH",2007,0,1721,1721,0,0
"YELLOWTAIL ROCKFISH",2008,0,2043,2043,0,0
"YELLOWTAIL ROCKFISH",2009,0,2678,2678,0,0
"YELLOWTAIL ROCKFISH",2010,0,2462,2462,0,0
"YELLOWTAIL ROCKFISH",2011,0,2318,2318,0,0
"YELLOWTAIL ROCKFISH",2012,1,2753,2754,0,0
"YELLOWTAIL ROCKFISH",2013,0,2182,2182,0,0
"YELLOWTAIL ROCKFISH",2014,0,1936,1936,0,0
"YELLOWTAIL ROCKFISH",2015,0,2018,2018,0,0
"YELLOWTAIL ROCKFISH",2016,0,870,870,0,0
"YELLOWTAIL ROCKFISH",2017,0,1347,1347,0,0
"YELLOWTAIL ROCKFISH",2018,0,2607,2607,0,0
"YELLOWTAIL ROCKFISH",2019,0,2866,2866,0,0
"YELLOWTAIL ROCKFISH",2020,0,129,129,0,0
"DEACON ROCKFISH",2008,826,0,826,461,361
"DEACON ROCKFISH",2009,940,4,944,384,555
"DEACON ROCKFISH",2010,832,10,842,344,495
"DEACON ROCKFISH",2011,767,17,784,374,398
"DEACON ROCKFISH",2012,838,27,865,400,457
"DEACON ROCKFISH",2013,616,5,621,367,246
"DEACON ROCKFISH",2014,617,4,621,361,250
"DEACON ROCKFISH",2015,669,2,671,386,281
"DEACON ROCKFISH",2016,645,2555,3200,0,649
"DEACON ROCKFISH",2017,544,2526,3070,0,544
"DEACON ROCKFISH",2018,557,2097,2654,0,558
"DEACON ROCKFISH",2019,740,3140,3880,0,743
"DEACON ROCKFISH",2020,572,267,839,0,574
"BLACK AND YELLOW ROCKFISH",2004,0,2,2,0,0
"BLACK AND YELLOW ROCKFISH",2005,0,1,1,0,0
"BLACK AND YELLOW ROCKFISH",2010,3,9,12,0,3
"BLACK AND YELLOW ROCKFISH",2012,0,1,1,0,0
"BLACK AND YELLOW ROCKFISH",2013,1,3,4,0,1
"BLACK AND YELLOW ROCKFISH",2014,2,2,4,0,2
"BLACK AND YELLOW ROCKFISH",2017,0,1,1,0,0
"BLACK AND YELLOW ROCKFISH",2018,0,1,1,0,0
"BLACK AND YELLOW ROCKFISH",2019,0,3,3,0,0
"SPINY DOGFISH SHARK",2002,0,1,1,0,0
"SPINY DOGFISH SHARK",2003,0,3,3,0,0
"SPINY DOGFISH SHARK",2004,0,2,2,0,0
"SPINY DOGFISH SHARK",2005,0,1,1,0,0
"SPINY DOGFISH SHARK",2006,0,2,2,0,0
"SPINY DOGFISH SHARK",2007,0,2,2,0,0
"SPINY DOGFISH SHARK",2009,0,5,5,0,0
"SPINY DOGFISH SHARK",2010,0,2,2,0,0
"SPINY DOGFISH SHARK",2012,0,4,4,0,0
"SPINY DOGFISH SHARK",2014,0,2,2,0,0
"SPINY DOGFISH SHARK",2015,0,1,1,0,0
"SPINY DOGFISH SHARK",2017,0,1,1,0,0
"SPINY DOGFISH SHARK",2018,0,1,1,0,0
"SPINY DOGFISH SHARK",2002,0,1,1,0,0
"SPINY DOGFISH SHARK",2003,0,3,3,0,0
"SPINY DOGFISH SHARK",2004,0,2,2,0,0
"SPINY DOGFISH SHARK",2005,0,1,1,0,0
"SPINY DOGFISH SHARK",2006,0,2,2,0,0
"SPINY DOGFISH SHARK",2007,0,2,2,0,0
"SPINY DOGFISH SHARK",2009,0,5,5,0,0
"SPINY DOGFISH SHARK",2010,0,2,2,0,0
"SPINY DOGFISH SHARK",2012,0,4,4,0,0
"SPINY DOGFISH SHARK",2014,0,2,2,0,0
"SPINY DOGFISH SHARK",2015,0,1,1,0,0
"SPINY DOGFISH SHARK",2017,0,1,1,0,0
"SPINY DOGFISH SHARK",2018,0,1,1,0,0
