"common_name","year","length_ca","length_or","length_wa","age_ca","age_or","age_wa"
"chilipepper_rockfish","1988","5342","0","0","2653","0","0"
"chilipepper_rockfish","1989","5516","0","0","2906","0","0"
"chilipepper_rockfish","1990","6059","0","0","2152","0","0"
"chilipepper_rockfish","1991","9916","0","0","2120","0","0"
"chilipepper_rockfish","1992","7724","0","0","3232","0","0"
"chilipepper_rockfish","1993","9179","0","0","2650","0","0"
"chilipepper_rockfish","1994","8444","0","0","1248","0","0"
"chilipepper_rockfish","1995","5330","0","0","1712","0","0"
"chilipepper_rockfish","1996","4807","0","0","1029","0","0"
"chilipepper_rockfish","1997","6343","0","1","1990","0","0"
"chilipepper_rockfish","1998","4264","82","0","2550","0","0"
"chilipepper_rockfish","1999","3465","0","3","2256","0","0"
"chilipepper_rockfish","2000","2070","0","0","1159","0","0"
"chilipepper_rockfish","2001","2397","18","0","896","0","0"
"chilipepper_rockfish","2002","1897","0","0","1068","0","0"
"chilipepper_rockfish","2003","539","15","0","312","0","0"
"chilipepper_rockfish","2004","1839","0","0","1045","0","0"
"chilipepper_rockfish","2005","477","30","0","349","0","0"
"chilipepper_rockfish","2006","720","0","0","0","0","0"
"chilipepper_rockfish","2007","2186","3","0","725","0","0"
"chilipepper_rockfish","2008","1841","0","0","567","0","0"
"chilipepper_rockfish","2009","3131","224","0","892","0","0"
"chilipepper_rockfish","2010","2091","77","0","491","0","0"
"chilipepper_rockfish","2011","574","36","0","8","0","0"
"chilipepper_rockfish","2012","1359","46","0","427","0","0"
"chilipepper_rockfish","2013","1215","42","0","487","0","0"
"chilipepper_rockfish","2014","1264","41","0","358","0","0"
"chilipepper_rockfish","2015","1524","162","0","0","0","0"
"chilipepper_rockfish","2016","1385","140","0","0","0","0"
"chilipepper_rockfish","2017","1308","678","33","0","0","0"
"chilipepper_rockfish","2018","2992","452","5","0","0","0"
"chilipepper_rockfish","2019","4631","645","4","0","0","0"
"chilipepper_rockfish","2020","3660","176","4","0","0","0"
"china_rockfish","1980","0","0","3","0","0","0"
"china_rockfish","1981","0","0","0","0","0","0"
"china_rockfish","1982","0","0","0","0","0","0"
"china_rockfish","1983","0","0","0","0","0","0"
"china_rockfish","1984","0","0","0","0","0","0"
"china_rockfish","1985","2","0","0","0","0","0"
"china_rockfish","1986","0","0","0","0","0","0"
"china_rockfish","1987","0","0","0","0","0","0"
"china_rockfish","1988","0","0","0","0","0","0"
"china_rockfish","1989","0","0","0","0","0","0"
"china_rockfish","1990","0","0","0","0","0","0"
"china_rockfish","1991","2","0","0","0","0","0"
"china_rockfish","1992","314","0","0","0","0","0"
"china_rockfish","1993","185","0","0","0","0","0"
"china_rockfish","1994","352","0","0","0","0","0"
"china_rockfish","1995","142","102","0","0","0","0"
"china_rockfish","1996","173","118","0","0","0","0"
"china_rockfish","1997","181","0","0","0","0","0"
"china_rockfish","1998","47","138","0","0","0","0"
"china_rockfish","1999","324","130","0","0","0","0"
"china_rockfish","2000","152","1232","0","0","0","0"
"china_rockfish","2001","164","2053","0","0","63","0"
"china_rockfish","2002","97","1592","0","0","123","0"
"china_rockfish","2003","26","987","0","0","181","0"
"china_rockfish","2004","95","701","0","0","55","0"
"china_rockfish","2005","103","217","0","0","14","0"
"china_rockfish","2006","73","438","0","0","29","0"
"china_rockfish","2007","247","724","0","0","40","0"
"china_rockfish","2008","187","376","0","0","26","0"
"china_rockfish","2009","209","430","0","0","80","0"
"china_rockfish","2010","129","529","0","0","65","0"
"china_rockfish","2011","18","993","0","0","307","0"
"china_rockfish","2012","13","603","0","0","152","0"
"china_rockfish","2013","8","688","0","0","260","0"
"china_rockfish","2014","3","520","0","0","0","0"
"china_rockfish","2015","23","475","0","0","0","0"
"china_rockfish","2016","67","473","0","0","0","0"
"china_rockfish","2017","15","442","0","0","0","0"
"china_rockfish","2018","10","520","0","0","0","0"
"china_rockfish","2019","2","828","0","0","0","0"
"china_rockfish","2020","2","378","0","0","0","0"
"copper_rockfish","1980","34","0","0","0","0","0"
"copper_rockfish","1981","4","0","0","0","0","0"
"copper_rockfish","1982","6","0","1","0","0","0"
"copper_rockfish","1983","15","0","0","0","0","0"
"copper_rockfish","1984","43","0","0","0","0","0"
"copper_rockfish","1985","28","0","0","0","0","0"
"copper_rockfish","1986","36","0","0","0","0","0"
"copper_rockfish","1987","22","0","0","0","0","0"
"copper_rockfish","1988","27","0","0","0","0","0"
"copper_rockfish","1989","24","0","118","0","0","0"
"copper_rockfish","1990","2","0","100","0","0","0"
"copper_rockfish","1991","126","0","0","0","0","0"
"copper_rockfish","1992","664","0","0","0","0","0"
"copper_rockfish","1993","808","0","0","0","0","0"
"copper_rockfish","1994","354","0","0","0","0","0"
"copper_rockfish","1995","450","0","0","0","0","0"
"copper_rockfish","1996","479","0","0","0","0","0"
"copper_rockfish","1997","525","0","0","0","0","0"
"copper_rockfish","1998","579","0","0","0","0","0"
"copper_rockfish","1999","567","9","0","0","0","0"
"copper_rockfish","2000","91","85","0","0","0","0"
"copper_rockfish","2001","245","92","0","0","0","0"
"copper_rockfish","2002","76","28","0","0","1","0"
"copper_rockfish","2003","90","39","0","0","9","0"
"copper_rockfish","2004","36","52","1","0","26","0"
"copper_rockfish","2005","19","11","0","0","0","0"
"copper_rockfish","2006","19","41","4","0","1","0"
"copper_rockfish","2007","74","32","0","0","1","0"
"copper_rockfish","2008","72","19","0","0","1","0"
"copper_rockfish","2009","52","14","0","0","0","0"
"copper_rockfish","2010","83","42","0","0","6","0"
"copper_rockfish","2011","67","79","0","0","18","0"
"copper_rockfish","2012","73","59","0","0","11","0"
"copper_rockfish","2013","47","63","0","0","31","0"
"copper_rockfish","2014","80","75","0","0","25","0"
"copper_rockfish","2015","234","26","0","0","10","0"
"copper_rockfish","2016","265","78","0","0","25","0"
"copper_rockfish","2017","323","102","2","0","40","2"
"copper_rockfish","2018","170","112","0","0","45","0"
"copper_rockfish","2019","133","219","0","0","102","0"
"copper_rockfish","2020","89","126","0","0","0","0"
"cowcod_rockfish","1980","41","0","0","0","0","0"
"cowcod_rockfish","1981","19","0","0","0","0","0"
"cowcod_rockfish","1982","8","0","0","4","0","0"
"cowcod_rockfish","1983","235","0","0","3","0","0"
"cowcod_rockfish","1984","486","0","0","25","0","0"
"cowcod_rockfish","1985","532","0","0","45","0","0"
"cowcod_rockfish","1986","450","0","0","31","0","0"
"cowcod_rockfish","1987","190","0","0","0","0","0"
"cowcod_rockfish","1988","75","0","0","0","0","0"
"cowcod_rockfish","1989","66","0","0","0","0","0"
"cowcod_rockfish","1990","37","0","0","0","0","0"
"cowcod_rockfish","1991","105","0","0","0","0","0"
"cowcod_rockfish","1992","173","0","0","0","0","0"
"cowcod_rockfish","1993","73","0","0","0","0","0"
"cowcod_rockfish","1994","55","0","0","0","0","0"
"cowcod_rockfish","1995","126","0","0","0","0","0"
"cowcod_rockfish","1996","148","0","0","0","0","0"
"cowcod_rockfish","1997","159","0","0","0","0","0"
"cowcod_rockfish","1998","57","0","0","0","0","0"
"cowcod_rockfish","1999","73","0","0","0","0","0"
"cowcod_rockfish","2000","7","2","0","0","0","0"
"cowcod_rockfish","2001","14","0","0","0","0","0"
"cowcod_rockfish","2002","10","0","0","0","0","0"
"cowcod_rockfish","2003","4","0","0","0","0","0"
"cowcod_rockfish","2004","29","0","0","0","0","0"
"cowcod_rockfish","2005","2","0","0","0","0","0"
"cowcod_rockfish","2006","0","0","0","0","0","0"
"cowcod_rockfish","2007","3","0","0","0","0","0"
"cowcod_rockfish","2008","0","0","0","0","0","0"
"cowcod_rockfish","2009","0","0","1","0","0","0"
"cowcod_rockfish","2010","0","0","0","0","0","0"
"cowcod_rockfish","2011","1","0","0","0","0","0"
"cowcod_rockfish","2012","46","1","0","0","0","0"
"cowcod_rockfish","2013","24","0","0","0","0","0"
"cowcod_rockfish","2014","54","0","0","0","0","0"
"cowcod_rockfish","2015","161","0","0","0","0","0"
"cowcod_rockfish","2016","80","0","0","0","0","0"
"cowcod_rockfish","2017","55","0","0","0","0","0"
"cowcod_rockfish","2018","121","7","0","0","0","0"
"cowcod_rockfish","2019","113","12","0","0","0","0"
"cowcod_rockfish","2020","158","13","0","0","0","0"
"darkblotched_rockfish","1980","241","0","0","199","0","0"
"darkblotched_rockfish","1981","234","0","0","198","0","0"
"darkblotched_rockfish","1982","474","150","0","414","0","0"
"darkblotched_rockfish","1983","792","0","0","527","0","0"
"darkblotched_rockfish","1984","1925","70","0","1","0","0"
"darkblotched_rockfish","1985","3562","201","0","3450","0","0"
"darkblotched_rockfish","1986","2491","0","0","223","0","0"
"darkblotched_rockfish","1987","2705","0","0","1072","0","0"
"darkblotched_rockfish","1988","1343","0","0","376","0","0"
"darkblotched_rockfish","1989","1107","0","0","0","0","0"
"darkblotched_rockfish","1990","938","100","0","865","0","0"
"darkblotched_rockfish","1991","817","200","0","407","0","0"
"darkblotched_rockfish","1992","429","0","0","0","0","0"
"darkblotched_rockfish","1993","607","0","0","510","0","0"
"darkblotched_rockfish","1994","610","200","0","436","0","0"
"darkblotched_rockfish","1995","835","188","0","396","0","0"
"darkblotched_rockfish","1996","1093","833","370","829","0","0"
"darkblotched_rockfish","1997","1017","802","586","861","33","0"
"darkblotched_rockfish","1998","1433","541","456","934","0","0"
"darkblotched_rockfish","1999","822","430","342","549","24","0"
"darkblotched_rockfish","2000","906","224","653","575","183","0"
"darkblotched_rockfish","2001","2145","1005","892","625","843","0"
"darkblotched_rockfish","2002","1122","611","1129","773","610","389"
"darkblotched_rockfish","2003","593","1447","580","379","1211","369"
"darkblotched_rockfish","2004","623","1305","616","289","753","415"
"darkblotched_rockfish","2005","776","1275","117","699","912","103"
"darkblotched_rockfish","2006","1762","1457","505","1309","1219","294"
"darkblotched_rockfish","2007","1991","2155","579","668","1773","423"
"darkblotched_rockfish","2008","2272","2689","350","394","2349","243"
"darkblotched_rockfish","2009","1554","2829","359","537","2622","281"
"darkblotched_rockfish","2010","1144","2856","209","284","2302","120"
"darkblotched_rockfish","2011","956","2570","869","443","2434","535"
"darkblotched_rockfish","2012","1127","2309","768","511","2263","466"
"darkblotched_rockfish","2013","540","2319","701","176","927","400"
"darkblotched_rockfish","2014","667","2473","410","0","2369","237"
"darkblotched_rockfish","2015","989","3189","578","0","1406","396"
"darkblotched_rockfish","2016","1255","2470","487","0","112","0"
"darkblotched_rockfish","2017","1957","2621","723","0","0","0"
"darkblotched_rockfish","2018","1114","2498","543","0","0","0"
"darkblotched_rockfish","2019","640","2308","619","0","0","0"
"darkblotched_rockfish","2020","818","1297","270","0","0","0"
"dover_sole","1980","0","0","0","0","0","0"
"dover_sole","1981","0","0","0","0","0","0"
"dover_sole","1982","0","0","0","0","0","0"
"dover_sole","1983","0","0","0","0","0","0"
"dover_sole","1984","0","0","0","0","0","0"
"dover_sole","1985","0","0","1100","0","0","589"
"dover_sole","1986","0","0","1099","0","0","690"
"dover_sole","1987","0","3926","950","0","3706","693"
"dover_sole","1988","0","3090","1100","0","2990","827"
"dover_sole","1989","673","3165","999","0","3063","554"
"dover_sole","1990","4069","3250","800","859","3099","593"
"dover_sole","1991","5646","4687","900","1241","4675","434"
"dover_sole","1992","5081","4124","849","1562","4026","838"
"dover_sole","1993","3326","1608","850","1105","1602","745"
"dover_sole","1994","2929","1888","850","1083","1880","843"
"dover_sole","1995","3535","1702","1050","1353","1615","1045"
"dover_sole","1996","3620","1242","1000","1649","1229","993"
"dover_sole","1997","3553","1795","1000","1742","1650","396"
"dover_sole","1998","3659","2129","952","1979","1721","302"
"dover_sole","1999","3389","2197","1199","1779","1923","307"
"dover_sole","2000","2874","2138","1150","2470","1711","300"
"dover_sole","2001","2988","1684","950","2118","310","597"
"dover_sole","2002","4159","2264","901","2396","350","440"
"dover_sole","2003","3987","2789","1131","2178","2163","629"
"dover_sole","2004","3202","2889","950","388","1188","919"
"dover_sole","2005","3286","2928","850","0","624","344"
"dover_sole","2006","2541","3792","1150","423","749","573"
"dover_sole","2007","2494","3060","2150","1010","899","637"
"dover_sole","2008","2719","4005","2134","270","782","0"
"dover_sole","2009","2933","3146","1000","351","743","0"
"dover_sole","2010","1192","3192","1200","0","0","0"
"dover_sole","2011","1529","3099","1652","0","0","889"
"dover_sole","2012","2428","3173","955","0","0","552"
"dover_sole","2013","2557","2825","1807","0","0","898"
"dover_sole","2014","1996","2716","599","0","0","347"
"dover_sole","2015","1505","2488","1570","0","219","417"
"dover_sole","2016","1179","3099","809","0","0","208"
"dover_sole","2017","573","3302","2052","0","202","278"
"dover_sole","2018","704","2470","1223","0","49","532"
"dover_sole","2019","692","2093","808","0","205","0"
"dover_sole","2020","875","1417","107","0","0","0"
"english_sole","1980","1","0","4749","0","0","3177"
"english_sole","1981","0","0","2295","0","0","1534"
"english_sole","1982","1","0","3037","0","0","2312"
"english_sole","1983","0","0","1934","0","0","794"
"english_sole","1984","0","0","1645","0","0","1428"
"english_sole","1985","0","0","2210","0","0","1806"
"english_sole","1986","0","0","783","0","0","637"
"english_sole","1987","0","1558","1226","0","1194","988"
"english_sole","1988","0","954","1121","0","668","926"
"english_sole","1989","0","1301","1436","0","0","761"
"english_sole","1990","0","1049","2171","0","0","781"
"english_sole","1991","62","949","2898","0","0","1046"
"english_sole","1992","0","803","2244","0","0","991"
"english_sole","1993","0","845","2092","0","0","1378"
"english_sole","1994","0","838","1149","0","0","823"
"english_sole","1995","0","587","1228","0","0","1141"
"english_sole","1996","0","863","836","0","0","816"
"english_sole","1997","0","2170","1335","0","0","1157"
"english_sole","1998","0","1756","1305","0","0","1282"
"english_sole","1999","0","1775","998","0","0","991"
"english_sole","2000","0","1469","1000","0","0","995"
"english_sole","2001","234","2412","1009","0","0","999"
"english_sole","2002","116","2533","400","0","0","396"
"english_sole","2003","630","1589","850","0","0","797"
"english_sole","2004","992","1496","762","0","0","624"
"english_sole","2005","1197","1954","975","0","0","942"
"english_sole","2006","1922","2261","1599","0","0","976"
"english_sole","2007","1861","1079","2791","0","0","2285"
"english_sole","2008","1927","840","2144","0","0","1493"
"english_sole","2009","1507","1045","2191","0","0","1434"
"english_sole","2010","944","1379","1195","0","0","790"
"english_sole","2011","302","990","2022","0","0","1372"
"english_sole","2012","877","750","1030","0","0","699"
"english_sole","2013","1508","1110","1879","0","0","1319"
"english_sole","2014","921","1235","1490","0","0","994"
"english_sole","2015","2016","1409","1100","0","0","600"
"english_sole","2016","1631","1400","450","0","0","0"
"english_sole","2017","1883","1668","1330","0","0","0"
"english_sole","2018","822","1330","425","0","0","0"
"english_sole","2019","689","1039","308","0","0","0"
"english_sole","2020","867","504","0","0","0","0"
"flag_rockfish","1980","3","0","0","0","0","0"
"flag_rockfish","1981","5","0","0","0","0","0"
"flag_rockfish","1982","3","0","0","0","0","0"
"flag_rockfish","1983","41","0","0","0","0","0"
"flag_rockfish","1984","93","0","0","0","0","0"
"flag_rockfish","1985","54","0","0","0","0","0"
"flag_rockfish","1986","48","0","0","0","0","0"
"flag_rockfish","1987","49","0","0","0","0","0"
"flag_rockfish","1988","23","0","0","0","0","0"
"flag_rockfish","1989","24","0","0","0","0","0"
"flag_rockfish","1990","4","0","0","0","0","0"
"flag_rockfish","1991","2","0","0","0","0","0"
"flag_rockfish","1992","49","0","0","0","0","0"
"flag_rockfish","1993","69","0","0","0","0","0"
"flag_rockfish","1994","59","0","0","0","0","0"
"flag_rockfish","1995","61","0","0","0","0","0"
"flag_rockfish","1996","117","0","0","0","0","0"
"flag_rockfish","1997","78","0","0","0","0","0"
"flag_rockfish","1998","135","0","0","0","0","0"
"flag_rockfish","1999","53","0","0","0","0","0"
"flag_rockfish","2000","16","0","0","0","0","0"
"flag_rockfish","2001","7","0","0","0","0","0"
"flag_rockfish","2002","14","0","0","0","0","0"
"flag_rockfish","2003","1","0","0","0","0","0"
"flag_rockfish","2004","7","0","0","0","0","0"
"flag_rockfish","2005","0","0","0","0","0","0"
"flag_rockfish","2006","13","0","0","0","0","0"
"flag_rockfish","2007","0","0","0","0","0","0"
"flag_rockfish","2008","37","0","0","0","0","0"
"flag_rockfish","2009","18","0","0","0","0","0"
"flag_rockfish","2010","17","0","0","0","0","0"
"flag_rockfish","2011","27","0","0","0","0","0"
"flag_rockfish","2012","14","0","0","0","0","0"
"flag_rockfish","2013","7","0","0","0","0","0"
"flag_rockfish","2014","9","0","0","0","0","0"
"flag_rockfish","2015","25","0","0","0","0","0"
"flag_rockfish","2016","50","0","0","0","0","0"
"flag_rockfish","2017","3","0","0","0","0","0"
"flag_rockfish","2018","8","0","0","0","0","0"
"flag_rockfish","2019","2","0","0","0","0","0"
"flag_rockfish","2020","14","0","0","0","0","0"
"flathead_sole","1980","0","0","28","0","0","0"
"flathead_sole","1981","0","0","0","0","0","0"
"flathead_sole","1982","0","0","0","0","0","0"
"flathead_sole","1983","0","0","0","0","0","0"
"flathead_sole","1984","0","0","0","0","0","0"
"flathead_sole","1985","0","0","0","0","0","0"
"flathead_sole","1986","0","0","0","0","0","0"
"flathead_sole","1987","0","0","0","0","0","0"
"flathead_sole","1988","0","0","0","0","0","0"
"flathead_sole","1989","0","0","0","0","0","0"
"flathead_sole","1990","0","0","0","0","0","0"
"flathead_sole","1991","0","0","0","0","0","0"
"flathead_sole","1992","0","0","0","0","0","0"
"flathead_sole","1993","0","0","0","0","0","0"
"flathead_sole","1994","0","0","0","0","0","0"
"flathead_sole","1995","0","0","0","0","0","0"
"flathead_sole","1996","0","0","0","0","0","0"
"flathead_sole","1997","0","0","0","0","0","0"
"flathead_sole","1998","0","0","0","0","0","0"
"flathead_sole","1999","0","0","0","0","0","0"
"flathead_sole","2000","0","0","0","0","0","0"
"flathead_sole","2001","0","0","0","0","0","0"
"flathead_sole","2002","0","0","0","0","0","0"
"flathead_sole","2003","0","0","0","0","0","0"
"flathead_sole","2004","0","0","0","0","0","0"
"flathead_sole","2005","0","0","0","0","0","0"
"flathead_sole","2006","0","0","0","0","0","0"
"flathead_sole","2007","0","47","0","0","0","0"
"flathead_sole","2008","0","0","0","0","0","0"
"flathead_sole","2009","0","0","0","0","0","0"
"flathead_sole","2010","0","10","0","0","0","0"
"flathead_sole","2011","0","0","0","0","0","0"
"flathead_sole","2012","0","30","0","0","0","0"
"flathead_sole","2013","0","129","0","0","0","0"
"flathead_sole","2014","0","32","0","0","0","0"
"flathead_sole","2015","0","120","0","0","0","0"
"flathead_sole","2016","0","90","0","0","0","0"
"flathead_sole","2017","1","130","0","0","0","0"
"flathead_sole","2018","0","151","0","0","0","0"
"flathead_sole","2019","0","116","0","0","0","0"
"flathead_sole","2020","0","124","0","0","0","0"
"gopher_rockfish","1980","0","0","0","0","0","0"
"gopher_rockfish","1981","0","0","0","0","0","0"
"gopher_rockfish","1982","0","0","0","0","0","0"
"gopher_rockfish","1983","0","0","0","0","0","0"
"gopher_rockfish","1984","0","0","0","0","0","0"
"gopher_rockfish","1985","0","0","0","0","0","0"
"gopher_rockfish","1986","0","0","0","0","0","0"
"gopher_rockfish","1987","0","0","0","0","0","0"
"gopher_rockfish","1988","1","0","0","0","0","0"
"gopher_rockfish","1989","0","0","0","0","0","0"
"gopher_rockfish","1990","0","0","0","0","0","0"
"gopher_rockfish","1991","0","0","0","0","0","0"
"gopher_rockfish","1992","700","0","0","0","0","0"
"gopher_rockfish","1993","1484","0","0","0","0","0"
"gopher_rockfish","1994","1151","0","0","0","0","0"
"gopher_rockfish","1995","811","0","0","0","0","0"
"gopher_rockfish","1996","2551","0","0","0","0","0"
"gopher_rockfish","1997","610","0","0","0","0","0"
"gopher_rockfish","1998","1166","0","0","0","0","0"
"gopher_rockfish","1999","1704","0","0","0","0","0"
"gopher_rockfish","2000","3155","3","0","0","0","0"
"gopher_rockfish","2001","1724","5","0","0","0","0"
"gopher_rockfish","2002","665","11","0","0","0","0"
"gopher_rockfish","2003","299","10","0","0","0","0"
"gopher_rockfish","2004","399","4","0","0","0","0"
"gopher_rockfish","2005","296","2","0","0","0","0"
"gopher_rockfish","2006","322","7","0","0","0","0"
"gopher_rockfish","2007","677","7","0","0","0","0"
"gopher_rockfish","2008","393","10","0","0","0","0"
"gopher_rockfish","2009","604","4","0","8","0","0"
"gopher_rockfish","2010","625","8","0","7","0","0"
"gopher_rockfish","2011","584","5","0","2","0","0"
"gopher_rockfish","2012","420","7","0","0","0","0"
"gopher_rockfish","2013","343","2","0","0","0","0"
"gopher_rockfish","2014","117","3","0","0","0","0"
"gopher_rockfish","2015","356","3","0","0","0","0"
"gopher_rockfish","2016","524","6","0","2","0","0"
"gopher_rockfish","2017","1009","4","0","0","0","0"
"gopher_rockfish","2018","615","5","0","26","0","0"
"gopher_rockfish","2019","964","3","0","0","0","0"
"gopher_rockfish","2020","790","4","0","0","0","0"
"grass_rockfish","1980","0","0","0","0","0","0"
"grass_rockfish","1981","0","0","0","0","0","0"
"grass_rockfish","1982","3","0","0","0","0","0"
"grass_rockfish","1983","0","0","0","0","0","0"
"grass_rockfish","1984","0","0","0","0","0","0"
"grass_rockfish","1985","5","0","0","0","0","0"
"grass_rockfish","1986","0","0","0","0","0","0"
"grass_rockfish","1987","2","0","0","0","0","0"
"grass_rockfish","1988","0","0","0","0","0","0"
"grass_rockfish","1989","0","0","0","0","0","0"
"grass_rockfish","1990","0","0","0","0","0","0"
"grass_rockfish","1991","0","0","0","0","0","0"
"grass_rockfish","1992","16","0","0","0","0","0"
"grass_rockfish","1993","8","0","0","0","0","0"
"grass_rockfish","1994","17","0","0","0","0","0"
"grass_rockfish","1995","98","0","0","0","0","0"
"grass_rockfish","1996","523","0","0","0","0","0"
"grass_rockfish","1997","494","0","0","0","0","0"
"grass_rockfish","1998","515","0","0","0","0","0"
"grass_rockfish","1999","709","0","0","0","0","0"
"grass_rockfish","2000","818","171","0","0","0","0"
"grass_rockfish","2001","439","71","0","0","0","0"
"grass_rockfish","2002","158","188","0","0","0","0"
"grass_rockfish","2003","121","27","0","0","0","0"
"grass_rockfish","2004","74","44","0","0","0","0"
"grass_rockfish","2005","35","80","0","0","0","0"
"grass_rockfish","2006","116","91","0","0","0","0"
"grass_rockfish","2007","172","29","0","0","0","0"
"grass_rockfish","2008","242","28","0","0","0","0"
"grass_rockfish","2009","151","19","0","0","0","0"
"grass_rockfish","2010","358","15","0","0","0","0"
"grass_rockfish","2011","242","2","0","0","0","0"
"grass_rockfish","2012","305","9","0","0","0","0"
"grass_rockfish","2013","143","13","0","0","0","0"
"grass_rockfish","2014","104","9","0","0","0","0"
"grass_rockfish","2015","284","20","0","0","0","0"
"grass_rockfish","2016","243","1","0","0","0","0"
"grass_rockfish","2017","188","4","0","0","0","0"
"grass_rockfish","2018","78","1","0","0","0","0"
"grass_rockfish","2019","127","0","0","0","0","0"
"grass_rockfish","2020","162","4","0","0","0","0"
"greenspotted_rockfish","1980","144","0","0","0","0","0"
"greenspotted_rockfish","1981","207","0","0","0","0","0"
"greenspotted_rockfish","1982","124","0","0","0","0","0"
"greenspotted_rockfish","1983","293","0","0","0","0","0"
"greenspotted_rockfish","1984","307","0","0","0","0","0"
"greenspotted_rockfish","1985","508","0","0","0","0","0"
"greenspotted_rockfish","1986","552","0","0","0","0","0"
"greenspotted_rockfish","1987","363","0","0","0","0","0"
"greenspotted_rockfish","1988","275","0","0","0","0","0"
"greenspotted_rockfish","1989","284","0","0","0","0","0"
"greenspotted_rockfish","1990","192","0","0","0","0","0"
"greenspotted_rockfish","1991","496","0","0","0","0","0"
"greenspotted_rockfish","1992","1033","0","0","0","0","0"
"greenspotted_rockfish","1993","954","0","0","0","0","0"
"greenspotted_rockfish","1994","819","0","0","0","0","0"
"greenspotted_rockfish","1995","704","0","0","0","0","0"
"greenspotted_rockfish","1996","884","0","0","0","0","0"
"greenspotted_rockfish","1997","863","0","0","0","0","0"
"greenspotted_rockfish","1998","1401","0","0","0","0","0"
"greenspotted_rockfish","1999","170","0","0","0","0","0"
"greenspotted_rockfish","2000","137","3","0","0","0","0"
"greenspotted_rockfish","2001","327","34","1","0","0","0"
"greenspotted_rockfish","2002","103","11","2","0","0","0"
"greenspotted_rockfish","2003","72","4","2","0","0","0"
"greenspotted_rockfish","2004","66","1","0","0","0","0"
"greenspotted_rockfish","2005","1","9","0","0","0","0"
"greenspotted_rockfish","2006","28","4","0","0","0","0"
"greenspotted_rockfish","2007","22","10","0","0","0","0"
"greenspotted_rockfish","2008","145","1","0","0","0","0"
"greenspotted_rockfish","2009","205","64","0","0","0","0"
"greenspotted_rockfish","2010","294","39","0","0","0","0"
"greenspotted_rockfish","2011","208","31","0","0","0","0"
"greenspotted_rockfish","2012","102","11","0","0","0","0"
"greenspotted_rockfish","2013","13","18","0","0","0","0"
"greenspotted_rockfish","2014","104","3","0","0","0","0"
"greenspotted_rockfish","2015","223","4","0","0","0","0"
"greenspotted_rockfish","2016","465","6","0","0","0","0"
"greenspotted_rockfish","2017","126","100","0","0","0","0"
"greenspotted_rockfish","2018","325","58","2","0","0","0"
"greenspotted_rockfish","2019","224","65","3","0","0","0"
"greenspotted_rockfish","2020","217","11","0","0","0","0"
"greenstriped_rockfish","1980","58","0","0","0","0","0"
"greenstriped_rockfish","1981","29","0","0","0","0","0"
"greenstriped_rockfish","1982","122","0","0","0","0","0"
"greenstriped_rockfish","1983","202","0","0","0","0","0"
"greenstriped_rockfish","1984","194","0","0","0","0","0"
"greenstriped_rockfish","1985","453","0","0","0","0","0"
"greenstriped_rockfish","1986","157","0","0","0","0","0"
"greenstriped_rockfish","1987","182","0","0","0","0","0"
"greenstriped_rockfish","1988","132","0","0","0","0","0"
"greenstriped_rockfish","1989","264","0","0","0","0","0"
"greenstriped_rockfish","1990","147","0","0","0","0","0"
"greenstriped_rockfish","1991","143","0","0","0","0","0"
"greenstriped_rockfish","1992","122","0","0","0","0","0"
"greenstriped_rockfish","1993","125","0","0","0","0","0"
"greenstriped_rockfish","1994","269","0","0","0","0","0"
"greenstriped_rockfish","1995","245","2","0","0","0","0"
"greenstriped_rockfish","1996","327","264","539","0","0","0"
"greenstriped_rockfish","1997","406","368","386","0","0","0"
"greenstriped_rockfish","1998","477","121","517","0","0","0"
"greenstriped_rockfish","1999","260","359","139","0","0","0"
"greenstriped_rockfish","2000","404","95","178","0","0","0"
"greenstriped_rockfish","2001","320","275","382","0","0","0"
"greenstriped_rockfish","2002","129","35","2252","0","0","0"
"greenstriped_rockfish","2003","80","114","456","0","0","0"
"greenstriped_rockfish","2004","218","56","302","0","0","0"
"greenstriped_rockfish","2005","38","30","86","0","0","0"
"greenstriped_rockfish","2006","49","192","90","0","0","0"
"greenstriped_rockfish","2007","42","86","3","0","0","0"
"greenstriped_rockfish","2008","19","109","0","0","0","0"
"greenstriped_rockfish","2009","72","347","62","0","0","0"
"greenstriped_rockfish","2010","21","162","21","0","0","0"
"greenstriped_rockfish","2011","26","313","12","0","0","0"
"greenstriped_rockfish","2012","8","498","185","0","0","0"
"greenstriped_rockfish","2013","40","458","162","0","0","0"
"greenstriped_rockfish","2014","77","576","160","0","0","0"
"greenstriped_rockfish","2015","96","477","28","0","0","0"
"greenstriped_rockfish","2016","363","572","3","0","0","0"
"greenstriped_rockfish","2017","274","608","105","0","0","0"
"greenstriped_rockfish","2018","257","514","187","0","0","0"
"greenstriped_rockfish","2019","113","613","268","0","0","0"
"greenstriped_rockfish","2020","152","199","150","0","0","0"
"honeycomb_rockfish","1980","0","0","0","0","0","0"
"honeycomb_rockfish","1981","0","0","0","0","0","0"
"honeycomb_rockfish","1982","0","0","0","0","0","0"
"honeycomb_rockfish","1983","0","0","0","0","0","0"
"honeycomb_rockfish","1984","0","0","0","0","0","0"
"honeycomb_rockfish","1985","0","0","0","0","0","0"
"honeycomb_rockfish","1986","7","0","0","0","0","0"
"honeycomb_rockfish","1987","1","0","0","0","0","0"
