data_source_agency_code,sample_year,species_name,data_type_name,statistical_area_code,pfmc_area_code,mfbds_v_sample.punch_card_area_code,mfbds_v_fish.punch_card_area_code,stock_region,CountOffish_length,CountOffish_weight,CountOfsex_code,CountOfbest_age,CountOfage_structure_code,age_structure_name
WDFW,2005,Yelloweye Rockfish,Sport,,,2,,"Coastal, WA ",3,3,3,3,3,Otolith
WDFW,2005,Yelloweye Rockfish,Sport,,,4,,"Coastal, WA ",1,0,1,1,1,Otolith
WDFW,2005,Yellowtail Rockfish,Sport,,,1,,"Coastal, WA ",1,1,0,0,0,No age structure taken
WDFW,2005,Yellowtail Rockfish,Sport,,,2,,"Coastal, WA ",500,0,498,0,0,No age structure taken
WDFW,2005,Yellowtail Rockfish,Sport,,,3,,"Coastal, WA ",4,1,0,0,0,No age structure taken
WDFW,2005,Yellowtail Rockfish,Sport,,,4,,"Coastal, WA ",364,143,221,0,0,No age structure taken
WDFW,2006,Albacore,Sport,,,1,,"Coastal, WA ",800,0,0,0,0,No age structure taken
WDFW,2006,Arrowtooth Flounder,Sport,,,2,,"Coastal, WA ",2,0,0,0,0,No age structure taken
WDFW,2006,Black Rockfish,Sport,,,1,,"Coastal, WA ",391,353,0,0,0,No age structure taken
WDFW,2006,Black Rockfish,Sport,,,2,,"Coastal, WA ",347,0,0,0,0,No age structure taken
WDFW,2006,Black Rockfish,Sport,,,2,,"Coastal, WA ",849,0,849,848,850,Otolith
WDFW,2006,Black Rockfish,Sport,,,3,,"Coastal, WA ",40,0,0,0,0,No age structure taken
WDFW,2006,Black Rockfish,Sport,,,4,,"Coastal, WA ",575,356,109,0,0,No age structure taken
WDFW,2006,Black Rockfish,Sport,,,4,,"Coastal, WA ",650,0,650,636,650,Otolith
WDFW,2006,Blue/Deacon Rockfish,Sport,,,2,,"Coastal, WA ",29,0,22,0,0,No age structure taken
WDFW,2006,Blue/Deacon Rockfish,Sport,,,4,,"Coastal, WA ",166,132,26,0,0,No age structure taken
WDFW,2006,Blue/Deacon Rockfish,Sport,,,4,,"Coastal, WA ",33,0,33,0,33,Otolith
WDFW,2006,Cabezon,Sport,,,1,,"Coastal, WA ",13,9,0,0,0,No age structure taken
WDFW,2006,Cabezon,Sport,,,2,,"Coastal, WA ",43,0,39,0,0,No age structure taken
WDFW,2006,Cabezon,Sport,,,3,,"Coastal, WA ",1,0,0,0,0,No age structure taken
WDFW,2006,Cabezon,Sport,,,4,,"Coastal, WA ",73,36,5,0,0,No age structure taken
WDFW,2006,Canary Rockfish,Sport,,,4,,"Coastal, WA ",11,11,0,0,0,No age structure taken
WDFW,2006,Canary Rockfish,Sport,,,4,,"Coastal, WA ",4,0,4,4,4,Otolith
WDFW,2006,China Rockfish,Sport,,,1,,"Coastal, WA ",5,4,0,0,0,No age structure taken
WDFW,2006,China Rockfish,Sport,,,2,,"Coastal, WA ",6,0,6,0,0,No age structure taken
WDFW,2006,China Rockfish,Sport,,,3,,"Coastal, WA ",3,0,0,0,0,No age structure taken
WDFW,2006,China Rockfish,Sport,,,4,,"Coastal, WA ",175,150,8,0,0,No age structure taken
WDFW,2006,China Rockfish,Sport,,,4,,"Coastal, WA ",88,0,89,89,89,Otolith
WDFW,2006,Copper Rockfish,Sport,,,1,,"Coastal, WA ",6,6,0,0,0,No age structure taken
WDFW,2006,Copper Rockfish,Sport,,,2,,"Coastal, WA ",23,0,23,0,0,No age structure taken
WDFW,2006,Copper Rockfish,Sport,,,4,,"Coastal, WA ",75,58,8,0,0,No age structure taken
WDFW,2006,Copper Rockfish,Sport,,,4,,"Coastal, WA ",65,0,65,65,65,Otolith
WDFW,2006,Kelp Greenling,Sport,,,1,,"Coastal, WA ",16,11,0,0,0,No age structure taken
WDFW,2006,Kelp Greenling,Sport,,,2,,"Coastal, WA ",54,0,8,0,0,No age structure taken
WDFW,2006,Kelp Greenling,Sport,,,4,,"Coastal, WA ",169,133,5,0,0,No age structure taken
WDFW,2006,Kelp Greenling,Sport,,,4,,"Coastal, WA ",110,0,110,105,110,Otolith
WDFW,2006,Lingcod,Sport,,,0,,UNKNOWN AREA,25,0,25,25,25,Fin
WDFW,2006,Lingcod,Sport,,,1,,"Coastal, WA ",36,21,0,0,0,No age structure taken
WDFW,2006,Lingcod,Sport,,,10,,"Puget Sound, WA",61,1,61,61,61,Fin
WDFW,2006,Lingcod,Sport,,,11,,"Puget Sound, WA",33,31,33,32,33,Fin
WDFW,2006,Lingcod,Sport,,,13,,"Puget Sound, WA",10,9,10,10,10,Fin
WDFW,2006,Lingcod,Sport,,,2,,"Coastal, WA ",240,0,240,240,240,Fin
WDFW,2006,Lingcod,Sport,,,2,,"Coastal, WA ",457,0,404,0,0,No age structure taken
WDFW,2006,Lingcod,Sport,,,3,,"Coastal, WA ",9,0,0,0,0,No age structure taken
WDFW,2006,Lingcod,Sport,,,4,,"Coastal, WA ",143,0,143,142,143,Fin
WDFW,2006,Lingcod,Sport,,,4,,"Coastal, WA ",258,145,102,0,0,No age structure taken
WDFW,2006,Lingcod,Sport,,,7,,"Puget Sound, WA",61,0,61,56,61,Fin
WDFW,2006,Lingcod,Sport,,,8,,"Puget Sound, WA",83,0,83,82,83,Fin
WDFW,2006,Lingcod,Sport,,,9,,"Puget Sound, WA",53,0,53,53,53,Fin
WDFW,2006,Misc. Perch-Like Fish,Sport,,,2,,"Coastal, WA ",4,0,0,0,0,No age structure taken
WDFW,2006,Pacific Cod,Sport,,,2,,"Coastal, WA ",11,0,11,0,0,No age structure taken
WDFW,2006,Pacific Cod,Sport,,,4,,"Coastal, WA ",7,7,0,0,0,No age structure taken
WDFW,2006,Pacific Halibut,Sport,,,2,,"Coastal, WA ",4,0,0,0,0,No age structure taken
WDFW,2006,Perch-Like Fish,Sport,,,2,,"Coastal, WA ",4,0,0,0,0,No age structure taken
WDFW,2006,Quillback Rockfish,Sport,,,1,,"Coastal, WA ",5,4,0,0,0,No age structure taken
WDFW,2006,Quillback Rockfish,Sport,,,2,,"Coastal, WA ",182,0,180,0,0,No age structure taken
WDFW,2006,Quillback Rockfish,Sport,,,4,,"Coastal, WA ",87,69,3,0,0,No age structure taken
WDFW,2006,Quillback Rockfish,Sport,,,4,,"Coastal, WA ",52,0,52,52,52,Otolith
WDFW,2006,Red Irish Lord,Sport,,,1,,"Coastal, WA ",5,3,0,0,0,No age structure taken
WDFW,2006,Red Irish Lord,Sport,,,4,,"Coastal, WA ",1,1,0,0,0,No age structure taken
WDFW,2006,Rock Greenling,Sport,,,4,,"Coastal, WA ",1,0,0,0,0,No age structure taken
WDFW,2006,Rock Sole,Sport,,,4,,"Coastal, WA ",1,1,0,0,0,No age structure taken
WDFW,2006,Sablefish,Sport,,,1,,"Coastal, WA ",4,0,0,0,0,No age structure taken
WDFW,2006,Sablefish,Sport,,,2,,"Coastal, WA ",1,0,0,0,0,No age structure taken
WDFW,2006,Silvergrey Rockfish,Sport,,,4,,"Coastal, WA ",1,0,1,0,0,No age structure taken
WDFW,2006,Starry Flounder,Sport,,,2,,"Coastal, WA ",1,0,0,0,0,No age structure taken
WDFW,2006,Striped Seaperch,Sport,,,2,,"Coastal, WA ",4,0,0,0,0,No age structure taken
WDFW,2006,Surfperch,Sport,,,2,,"Coastal, WA ",6,0,0,0,0,No age structure taken
WDFW,2006,Tiger Rockfish,Sport,,,2,,"Coastal, WA ",3,0,3,0,0,No age structure taken
WDFW,2006,Tiger Rockfish,Sport,,,4,,"Coastal, WA ",5,5,0,0,0,No age structure taken
WDFW,2006,Tiger Rockfish,Sport,,,4,,"Coastal, WA ",4,0,4,0,4,Otolith
WDFW,2006,Vermilion Rockfish,Sport,,,4,,"Coastal, WA ",30,28,0,0,0,No age structure taken
WDFW,2006,Vermilion Rockfish,Sport,,,4,,"Coastal, WA ",27,0,27,25,27,Otolith
WDFW,2006,Widow Rockfish,Sport,,,1,,"Coastal, WA ",1,1,0,0,0,No age structure taken
WDFW,2006,Yelloweye Rockfish,Sport,,,4,,"Coastal, WA ",1,0,1,1,1,Otolith
WDFW,2006,Yellowtail Rockfish,Sport,,,1,,"Coastal, WA ",12,10,0,0,0,No age structure taken
WDFW,2006,Yellowtail Rockfish,Sport,,,2,,"Coastal, WA ",169,0,168,0,0,No age structure taken
WDFW,2006,Yellowtail Rockfish,Sport,,,4,,"Coastal, WA ",163,66,88,0,0,No age structure taken
WDFW,2006,Yellowtail Rockfish,Sport,,,4,,"Coastal, WA ",18,0,18,18,18,Otolith
WDFW,2007,Black Rockfish,Sport,,,1,,"Coastal, WA ",407,260,0,0,0,No age structure taken
WDFW,2007,Black Rockfish,Sport,,,2,,"Coastal, WA ",68,0,0,0,0,No age structure taken
WDFW,2007,Black Rockfish,Sport,,,2,,"Coastal, WA ",800,0,800,797,800,Otolith
WDFW,2007,Black Rockfish,Sport,,,3,,"Coastal, WA ",8,0,0,0,0,No age structure taken
WDFW,2007,Black Rockfish,Sport,,,4,,"Coastal, WA ",133,128,0,0,0,No age structure taken
WDFW,2007,Black Rockfish,Sport,,,4,,"Coastal, WA ",754,0,754,752,754,Otolith
WDFW,2007,Black Rockfish,Sport,,,,,"Coastal, WA and Non-WA",624,0,629,626,630,Otolith
WDFW,2007,Black Rockfish,Sport,,,,,No Area Data,129,0,128,125,129,Otolith
WDFW,2007,Blue/Deacon Rockfish,Sport,,,2,,"Coastal, WA ",49,0,49,0,0,No age structure taken
WDFW,2007,Blue/Deacon Rockfish,Sport,,,3,,"Coastal, WA ",1,0,0,0,0,No age structure taken
WDFW,2007,Blue/Deacon Rockfish,Sport,,,4,,"Coastal, WA ",26,26,0,0,0,No age structure taken
WDFW,2007,Blue/Deacon Rockfish,Sport,,,4,,"Coastal, WA ",89,0,89,0,89,Otolith
WDFW,2007,Cabezon,Sport,,,1,,"Coastal, WA ",31,13,0,0,0,No age structure taken
WDFW,2007,Cabezon,Sport,,,2,,"Coastal, WA ",35,0,33,0,0,No age structure taken
WDFW,2007,Cabezon,Sport,,,3,,"Coastal, WA ",3,0,0,0,0,No age structure taken
WDFW,2007,Cabezon,Sport,,,4,,"Coastal, WA ",38,37,0,0,0,No age structure taken
WDFW,2007,Canary Rockfish,Sport,,,4,,"Coastal, WA ",3,3,0,0,0,No age structure taken
WDFW,2007,Canary Rockfish,Sport,,,4,,"Coastal, WA ",7,0,7,7,7,Otolith
WDFW,2007,China Rockfish,Sport,,,1,,"Coastal, WA ",3,3,0,0,0,No age structure taken
WDFW,2007,China Rockfish,Sport,,,2,,"Coastal, WA ",32,0,32,0,0,No age structure taken
WDFW,2007,China Rockfish,Sport,,,3,,"Coastal, WA ",5,0,0,0,0,No age structure taken
WDFW,2007,China Rockfish,Sport,,,4,,"Coastal, WA ",61,47,0,0,0,No age structure taken
WDFW,2007,China Rockfish,Sport,,,4,,"Coastal, WA ",119,0,119,119,119,Otolith
WDFW,2007,Chub Mackerel,Sport,,,1,,"Coastal, WA ",1,0,0,0,0,No age structure taken
WDFW,2007,Copper Rockfish,Sport,,,1,,"Coastal, WA ",1,1,0,0,0,No age structure taken
WDFW,2007,Copper Rockfish,Sport,,,2,,"Coastal, WA ",24,0,24,0,0,No age structure taken
WDFW,2007,Copper Rockfish,Sport,,,4,,"Coastal, WA ",41,41,0,0,0,No age structure taken
WDFW,2007,Copper Rockfish,Sport,,,4,,"Coastal, WA ",86,0,86,86,86,Otolith
WDFW,2007,Kelp Greenling,Sport,,,1,,"Coastal, WA ",22,4,0,0,0,No age structure taken
WDFW,2007,Kelp Greenling,Sport,,,2,,"Coastal, WA ",5,0,1,0,0,No age structure taken
WDFW,2007,Kelp Greenling,Sport,,,3,,"Coastal, WA ",2,0,0,0,0,No age structure taken
WDFW,2007,Kelp Greenling,Sport,,,4,,"Coastal, WA ",39,39,0,0,0,No age structure taken
WDFW,2007,Kelp Greenling,Sport,,,4,,"Coastal, WA ",101,0,101,96,101,Otolith
WDFW,2007,Lingcod,Sport,,,1,,"Coastal, WA ",72,35,0,0,0,No age structure taken
WDFW,2007,Lingcod,Sport,,,10,,"Puget Sound, WA",55,50,55,55,55,Fin
WDFW,2007,Lingcod,Sport,,,11,,"Puget Sound, WA",7,0,7,7,7,Fin
WDFW,2007,Lingcod,Sport,,,2,,"Coastal, WA ",275,0,275,273,275,Fin
WDFW,2007,Lingcod,Sport,,,2,,"Coastal, WA ",362,0,344,0,0,No age structure taken
WDFW,2007,Lingcod,Sport,,,4,,"Coastal, WA ",247,43,247,225,247,Fin
WDFW,2007,Lingcod,Sport,,,4,,"Coastal, WA ",150,62,96,0,0,No age structure taken
WDFW,2007,Lingcod,Sport,,,5,,"Puget Sound, WA",5,5,5,5,5,Fin
WDFW,2007,Lingcod,Sport,,,5,,"Puget Sound, WA",5,5,5,0,0,No age structure taken
WDFW,2007,Lingcod,Sport,,,6,,"Puget Sound, WA",7,6,7,7,7,Fin
WDFW,2007,Lingcod,Sport,,,6,,"Puget Sound, WA",7,6,7,0,0,No age structure taken
WDFW,2007,Lingcod,Sport,,,7,,"Puget Sound, WA",77,71,77,76,77,Fin
WDFW,2007,Lingcod,Sport,,,8,,"Puget Sound, WA",112,102,112,112,112,Fin
WDFW,2007,Lingcod,Sport,,,9,,"Puget Sound, WA",51,42,51,51,51,Fin
WDFW,2007,Lingcod,Sport,,,9,,"Puget Sound, WA",2,2,2,0,0,No age structure taken
WDFW,2007,Perch-Like Fish,Sport,,,1,,"Coastal, WA ",1,0,0,0,0,No age structure taken
WDFW,2007,Quillback Rockfish,Sport,,,1,,"Coastal, WA ",5,4,0,0,0,No age structure taken
WDFW,2007,Quillback Rockfish,Sport,,,2,,"Coastal, WA ",125,0,125,0,0,No age structure taken
WDFW,2007,Quillback Rockfish,Sport,,,4,,"Coastal, WA ",43,37,0,0,0,No age structure taken
WDFW,2007,Quillback Rockfish,Sport,,,4,,"Coastal, WA ",93,0,93,89,93,Otolith
WDFW,2007,Sablefish,Sport,,,1,,"Coastal, WA ",2,0,0,0,0,No age structure taken
WDFW,2007,Sablefish,Sport,,,2,,"Coastal, WA ",7,0,0,0,0,No age structure taken
WDFW,2007,Starry Flounder,Sport,,,1,,"Coastal, WA ",5,0,0,0,0,No age structure taken
WDFW,2007,Starry Flounder,Sport,,,2,,"Coastal, WA ",2,0,2,0,0,No age structure taken
WDFW,2007,Striped Seaperch,Sport,,,4,,"Coastal, WA ",2,2,0,0,0,No age structure taken
WDFW,2007,Tiger Rockfish,Sport,,,2,,"Coastal, WA ",1,0,1,0,0,No age structure taken
WDFW,2007,Tiger Rockfish,Sport,,,4,,"Coastal, WA ",2,2,0,0,0,No age structure taken
WDFW,2007,Tiger Rockfish,Sport,,,4,,"Coastal, WA ",2,0,2,0,2,Otolith
WDFW,2007,Vermilion Rockfish,Sport,,,4,,"Coastal, WA ",33,31,0,0,0,No age structure taken
WDFW,2007,Vermilion Rockfish,Sport,,,4,,"Coastal, WA ",36,0,36,35,36,Otolith
WDFW,2007,Widow Rockfish,Sport,,,2,,"Coastal, WA ",4,0,4,0,0,No age structure taken
WDFW,2007,Yellowtail Rockfish,Sport,,,1,,"Coastal, WA ",49,49,0,0,0,No age structure taken
WDFW,2007,Yellowtail Rockfish,Sport,,,2,,"Coastal, WA ",188,0,188,0,0,No age structure taken
WDFW,2007,Yellowtail Rockfish,Sport,,,4,,"Coastal, WA ",76,25,47,0,0,No age structure taken
WDFW,2008,Arrowtooth Flounder,Sport,,,1,,"Coastal, WA ",4,0,0,0,0,No age structure taken
WDFW,2008,Black Rockfish,Sport,,,1,,"Coastal, WA ",405,264,0,0,0,No age structure taken
WDFW,2008,Black Rockfish,Sport,,,2,,"Coastal, WA ",800,0,800,795,800,Otolith
WDFW,2008,Black Rockfish,Sport,,,4,,"Coastal, WA ",103,78,0,0,0,No age structure taken
WDFW,2008,Black Rockfish,Sport,,,4,,"Coastal, WA ",724,0,724,718,725,Otolith
WDFW,2008,Black Rockfish,Sport,,,,,No Area Data,460,0,463,407,464,Otolith
WDFW,2008,Blue/Deacon Rockfish,Sport,,,1,,"Coastal, WA ",8,8,0,0,0,No age structure taken
WDFW,2008,Blue/Deacon Rockfish,Sport,,,2,,"Coastal, WA ",30,0,30,0,0,No age structure taken
WDFW,2008,Blue/Deacon Rockfish,Sport,,,3,,"Coastal, WA ",1,0,0,0,0,No age structure taken
WDFW,2008,Blue/Deacon Rockfish,Sport,,,4,,"Coastal, WA ",30,30,0,0,0,No age structure taken
WDFW,2008,Blue/Deacon Rockfish,Sport,,,4,,"Coastal, WA ",59,0,59,0,59,Otolith
WDFW,2008,Cabezon,Sport,,,1,,"Coastal, WA ",17,8,0,0,0,No age structure taken
WDFW,2008,Cabezon,Sport,,,2,,"Coastal, WA ",8,0,8,0,0,No age structure taken
WDFW,2008,Cabezon,Sport,,,3,,"Coastal, WA ",3,0,0,0,0,No age structure taken
WDFW,2008,Cabezon,Sport,,,4,,"Coastal, WA ",21,18,0,0,0,No age structure taken
WDFW,2008,Canary Rockfish,Sport,,,1,,"Coastal, WA ",1,0,0,0,0,No age structure taken
WDFW,2008,Canary Rockfish,Sport,,,4,,"Coastal, WA ",2,2,0,0,0,No age structure taken
WDFW,2008,Canary Rockfish,Sport,,,4,,"Coastal, WA ",10,0,10,9,10,Otolith
WDFW,2008,China Rockfish,Sport,,,1,,"Coastal, WA ",3,2,0,0,0,No age structure taken
WDFW,2008,China Rockfish,Sport,,,2,,"Coastal, WA ",5,0,5,0,0,No age structure taken
WDFW,2008,China Rockfish,Sport,,,3,,"Coastal, WA ",8,0,0,0,0,No age structure taken
WDFW,2008,China Rockfish,Sport,,,4,,"Coastal, WA ",54,43,0,0,0,No age structure taken
WDFW,2008,China Rockfish,Sport,,,4,,"Coastal, WA ",73,0,73,73,73,Otolith
WDFW,2008,Copper Rockfish,Sport,,,1,,"Coastal, WA ",1,0,0,0,0,No age structure taken
WDFW,2008,Copper Rockfish,Sport,,,2,,"Coastal, WA ",5,0,5,0,0,No age structure taken
WDFW,2008,Copper Rockfish,Sport,,,3,,"Coastal, WA ",2,1,0,0,0,No age structure taken
WDFW,2008,Copper Rockfish,Sport,,,4,,"Coastal, WA ",18,13,1,0,0,No age structure taken
WDFW,2008,Copper Rockfish,Sport,,,4,,"Coastal, WA ",65,0,65,65,65,Otolith
WDFW,2008,Flatfish,Sport,,,4,,"Coastal, WA ",2,2,0,0,0,No age structure taken
WDFW,2008,Kelp Greenling,Sport,,,1,,"Coastal, WA ",60,44,0,0,0,No age structure taken
WDFW,2008,Kelp Greenling,Sport,,,4,,"Coastal, WA ",49,42,0,0,0,No age structure taken
WDFW,2008,Kelp Greenling,Sport,,,4,,"Coastal, WA ",96,0,96,92,96,Otolith
WDFW,2008,Lingcod,Sport,,,1,,"Coastal, WA ",82,48,0,0,0,No age structure taken
WDFW,2008,Lingcod,Sport,,,10,,"Puget Sound, WA",89,82,89,88,89,Fin
WDFW,2008,Lingcod,Sport,,,11,,"Puget Sound, WA",1,1,1,1,1,Fin
WDFW,2008,Lingcod,Sport,,,2,,"Coastal, WA ",234,0,234,232,234,Fin
WDFW,2008,Lingcod,Sport,,,2,,"Coastal, WA ",6,0,0,0,0,No age structure taken
WDFW,2008,Lingcod,Sport,,,3,,"Coastal, WA ",17,0,0,0,0,No age structure taken
WDFW,2008,Lingcod,Sport,,,4,,"Coastal, WA ",210,25,210,208,210,Fin
WDFW,2008,Lingcod,Sport,,,4,,"Coastal, WA ",41,17,19,0,0,No age structure taken
WDFW,2008,Lingcod,Sport,,,5,,"Puget Sound, WA",10,10,10,10,10,Fin
WDFW,2008,Lingcod,Sport,,,6,,"Puget Sound, WA",14,11,14,13,14,Fin
WDFW,2008,Lingcod,Sport,,,7,,"Puget Sound, WA",83,79,83,81,83,Fin
WDFW,2008,Lingcod,Sport,,,8,,"Puget Sound, WA",109,103,109,108,109,Fin
WDFW,2008,Lingcod,Sport,,,9,,"Puget Sound, WA",72,65,72,71,72,Fin
WDFW,2008,Pacific Sanddab,Sport,,,4,,"Coastal, WA ",1,0,0,0,0,No age structure taken
WDFW,2008,Quillback Rockfish,Sport,,,1,,"Coastal, WA ",19,4,0,0,0,No age structure taken
WDFW,2008,Quillback Rockfish,Sport,,,2,,"Coastal, WA ",72,0,72,0,0,No age structure taken
WDFW,2008,Quillback Rockfish,Sport,,,3,,"Coastal, WA ",4,0,0,0,0,No age structure taken
WDFW,2008,Quillback Rockfish,Sport,,,4,,"Coastal, WA ",22,17,0,0,0,No age structure taken
WDFW,2008,Quillback Rockfish,Sport,,,4,,"Coastal, WA ",59,0,59,59,59,Otolith
WDFW,2008,Red Irish Lord,Sport,,,1,,"Coastal, WA ",4,4,0,0,0,No age structure taken
WDFW,2008,Red Irish Lord,Sport,,,4,,"Coastal, WA ",8,3,0,0,0,No age structure taken
WDFW,2008,Rougheye Rockfish,Sport,,,4,,"Coastal, WA ",1,0,0,0,0,No age structure taken
WDFW,2008,Sablefish,Sport,,,1,,"Coastal, WA ",3,0,0,0,0,No age structure taken
WDFW,2008,Starry Flounder,Sport,,,4,,"Coastal, WA ",1,0,0,0,0,No age structure taken
WDFW,2008,Tiger Rockfish,Sport,,,1,,"Coastal, WA ",5,2,0,0,0,No age structure taken
WDFW,2008,Tiger Rockfish,Sport,,,2,,"Coastal, WA ",5,0,5,0,0,No age structure taken
WDFW,2008,Tiger Rockfish,Sport,,,3,,"Coastal, WA ",1,0,0,0,0,No age structure taken
WDFW,2008,Tiger Rockfish,Sport,,,4,,"Coastal, WA ",4,4,0,0,0,No age structure taken
WDFW,2008,Tiger Rockfish,Sport,,,4,,"Coastal, WA ",8,0,8,0,8,Otolith
WDFW,2008,Vermilion Rockfish,Sport,,,1,,"Coastal, WA ",5,2,0,0,0,No age structure taken
WDFW,2008,Vermilion Rockfish,Sport,,,4,,"Coastal, WA ",10,10,0,0,0,No age structure taken
WDFW,2008,Vermilion Rockfish,Sport,,,4,,"Coastal, WA ",28,0,28,28,28,Otolith
WDFW,2008,Widow Rockfish,Sport,,,2,,"Coastal, WA ",7,0,7,0,0,No age structure taken
WDFW,2008,Yelloweye Rockfish,Sport,,,4,,"Coastal, WA ",3,3,0,0,0,No age structure taken
WDFW,2008,Yelloweye Rockfish,Sport,,,4,,"Coastal, WA ",6,0,6,6,6,Otolith
WDFW,2008,Yellowtail Rockfish,Sport,,,1,,"Coastal, WA ",30,4,0,0,0,No age structure taken
WDFW,2008,Yellowtail Rockfish,Sport,,,2,,"Coastal, WA ",84,0,84,0,0,No age structure taken
WDFW,2008,Yellowtail Rockfish,Sport,,,3,,"Coastal, WA ",15,0,0,0,0,No age structure taken
WDFW,2008,Yellowtail Rockfish,Sport,,,4,,"Coastal, WA ",60,23,34,0,0,No age structure taken
WDFW,2009,Black Rockfish,Sport,,,1,,"Coastal, WA ",315,221,0,0,0,No age structure taken
WDFW,2009,Black Rockfish,Sport,,,2,,"Coastal, WA ",353,0,9,0,0,No age structure taken
WDFW,2009,Black Rockfish,Sport,,,2,,"Coastal, WA ",846,0,846,838,846,Otolith
WDFW,2009,Black Rockfish,Sport,,,3,,"Coastal, WA ",89,77,0,0,0,No age structure taken
WDFW,2009,Black Rockfish,Sport,,,4,,"Coastal, WA ",286,248,0,0,0,No age structure taken
WDFW,2009,Black Rockfish,Sport,,,4,,"Coastal, WA ",560,0,560,556,560,Otolith
WDFW,2009,Black Rockfish,Sport,,,,,No Area Data,281,0,281,277,281,Otolith
WDFW,2009,Blue/Deacon Rockfish,Sport,,,2,,"Coastal, WA ",51,0,49,0,0,No age structure taken
WDFW,2009,Blue/Deacon Rockfish,Sport,,,3,,"Coastal, WA ",7,7,0,0,0,No age structure taken
WDFW,2009,Blue/Deacon Rockfish,Sport,,,4,,"Coastal, WA ",26,19,0,0,0,No age structure taken
WDFW,2009,Blue/Deacon Rockfish,Sport,,,4,,"Coastal, WA ",39,0,39,0,39,Otolith
WDFW,2009,Bocaccio,Sport,,,3,,"Coastal, WA ",7,0,0,0,0,No age structure taken
WDFW,2009,Brown Irish Lord,Sport,,,3,,"Coastal, WA ",2,2,0,0,0,No age structure taken
WDFW,2009,Cabezon,Sport,,,1,,"Coastal, WA ",21,11,0,0,0,No age structure taken
WDFW,2009,Cabezon,Sport,,,2,,"Coastal, WA ",43,0,39,0,0,No age structure taken
WDFW,2009,Cabezon,Sport,,,3,,"Coastal, WA ",9,9,0,0,0,No age structure taken
WDFW,2009,Cabezon,Sport,,,4,,"Coastal, WA ",31,23,0,0,0,No age structure taken
WDFW,2009,Canary Rockfish,Sport,,,4,,"Coastal, WA ",5,4,0,0,0,No age structure taken
WDFW,2009,Canary Rockfish,Sport,,,4,,"Coastal, WA ",8,0,8,8,8,Otolith
WDFW,2009,China Rockfish,Sport,,,1,,"Coastal, WA ",6,4,0,0,0,No age structure taken
WDFW,2009,China Rockfish,Sport,,,2,,"Coastal, WA ",17,0,16,0,0,No age structure taken
WDFW,2009,China Rockfish,Sport,,,3,,"Coastal, WA ",13,13,0,0,0,No age structure taken
WDFW,2009,China Rockfish,Sport,,,4,,"Coastal, WA ",60,25,0,0,0,No age structure taken
WDFW,2009,China Rockfish,Sport,,,4,,"Coastal, WA ",22,0,22,22,22,Otolith
WDFW,2009,Chub Mackerel,Sport,,,2,,"Coastal, WA ",1,0,1,0,0,No age structure taken
WDFW,2009,Copper Rockfish,Sport,,,1,,"Coastal, WA ",4,2,0,0,0,No age structure taken
WDFW,2009,Copper Rockfish,Sport,,,2,,"Coastal, WA ",4,0,4,0,0,No age structure taken
WDFW,2009,Copper Rockfish,Sport,,,4,,"Coastal, WA ",28,7,13,0,0,No age structure taken
WDFW,2009,Copper Rockfish,Sport,,,4,,"Coastal, WA ",35,0,35,35,35,Otolith
WDFW,2009,Greenling,Sport,,,1,,"Coastal, WA ",4,0,0,0,0,No age structure taken
WDFW,2009,Kelp Greenling,Sport,,,1,,"Coastal, WA ",37,9,18,0,0,No age structure taken
WDFW,2009,Kelp Greenling,Sport,,,2,,"Coastal, WA ",34,0,14,0,0,No age structure taken
WDFW,2009,Kelp Greenling,Sport,,,3,,"Coastal, WA ",15,12,0,0,0,No age structure taken
WDFW,2009,Kelp Greenling,Sport,,,4,,"Coastal, WA ",75,65,0,0,0,No age structure taken
WDFW,2009,Kelp Greenling,Sport,,,4,,"Coastal, WA ",51,0,51,51,51,Otolith
WDFW,2009,Kelp Greenling,Sport,,,,,No Area Data,2,0,0,0,0,No age structure taken
WDFW,2009,Lingcod,Sport,,,1,,"Coastal, WA ",67,27,0,0,0,No age structure taken
WDFW,2009,Lingcod,Sport,,,10,,"Puget Sound, WA",89,85,89,86,89,Fin
WDFW,2009,Lingcod,Sport,,,11,,"Puget Sound, WA",8,8,8,8,8,Fin
WDFW,2009,Lingcod,Sport,,,13,,"Puget Sound, WA",13,11,12,13,13,Fin
WDFW,2009,Lingcod,Sport,,,2,,"Coastal, WA ",270,0,270,237,271,Fin
WDFW,2009,Lingcod,Sport,,,2,,"Coastal, WA ",279,6,233,0,0,No age structure taken
WDFW,2009,Lingcod,Sport,,,3,,"Coastal, WA ",29,12,0,0,0,No age structure taken
WDFW,2009,Lingcod,Sport,,,4,,"Coastal, WA ",128,0,128,109,128,Fin
WDFW,2009,Lingcod,Sport,,,4,,"Coastal, WA ",104,39,63,0,0,No age structure taken
WDFW,2009,Lingcod,Sport,,,5,,"Puget Sound, WA",11,11,11,0,0,No age structure taken
WDFW,2009,Lingcod,Sport,,,6,,"Puget Sound, WA",8,8,8,0,0,No age structure taken
WDFW,2009,Lingcod,Sport,,,7,,"Puget Sound, WA",89,82,89,87,89,Fin
WDFW,2009,Lingcod,Sport,,,8,,"Puget Sound, WA",114,90,114,113,114,Fin
WDFW,2009,Lingcod,Sport,,,9,,"Puget Sound, WA",45,35,45,45,45,Fin
